canonical_security_id,stock_code,name_cn,name_en,shanghai_connect,shenzhen_connect,eligibility_status
HKEX:01797,01797,东方甄选,EAST BUY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01800,01800,中国交通建设,CHINA COMM CONS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01801,01801,信达生物,INNOVENT BIO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01810,01810,小米集团－Ｗ,XIAOMI-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01811,01811,中广核新能源,CGN NEW ENERGY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01816,01816,中广核电力,CGN POWER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01818,01818,招金矿业,ZHAOJIN MINING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01828,01828,富卫集团,FWD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01833,01833,平安好医生,PA GOODDOCTOR,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01836,01836,九兴控股,STELLA HOLDINGS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01858,01858,春立医疗,CHUNLI MEDICAL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01860,01860,汇量科技,MOBVISTA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01876,01876,百威亚太,BUD APAC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01877,01877,君实生物,JUNSHI BIO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01880,01880,中国中免,CTG DUTY-FREE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01882,01882,海天国际,HAITIAN INT'L,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01883,01883,中信国际电讯,CITIC TELECOM,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01888,01888,建滔积层板,KB LAMINATES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01896,01896,猫眼娱乐,MAOYAN ENT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01898,01898,中煤能源,CHINA COAL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01907,01907,中国旭阳集团,CHINA RISUN GP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01908,01908,建发国际集团,C&D INTL GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01910,01910,新秀丽,SAMSONITE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01918,01918,融创中国,SUNAC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01919,01919,中远海控,COSCO SHIP HOLD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01921,01921,达力普控股,DALIPAL HLDG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01928,01928,金沙中国有限公司,SANDS CHINA LTD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01929,01929,周大福,CHOW TAI FOOK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01951,01951,锦欣生殖,JXR,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01952,01952,云顶新耀,EVEREST MED,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01963,01963,重庆银行,BCQ,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01972,01972,太古地产,SWIREPROPERTIES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01988,01988,民生银行,MINSHENG BANK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01989,01989,广合科技,DELTON,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01997,01997,九龙仓置业,WHARF REIC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:01999,01999,敏华控股,MAN WAH HLDGS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02005,02005,石四药集团,SSY GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02007,02007,碧桂园,COUNTRY GARDEN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02009,02009,金隅集团,BBMG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02013,02013,微盟集团,WEIMOB INC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02015,02015,理想汽车－Ｗ,LI AUTO-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02016,02016,浙商银行,CZBANK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02018,02018,瑞声科技,AAC TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02020,02020,安踏体育,ANTA SPORTS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02026,02026,小马智行－Ｗ,PONY-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02038,02038,富智康集团,FIH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02039,02039,中集集团,CIMC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02050,02050,三花智控,SANHUA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02057,02057,中通快递－Ｗ,ZTO EXPRESS-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02068,02068,中铝国际,CHALIECO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02096,02096,先声药业,SIMCERE PHARMA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02097,02097,蜜雪集团,MIXUE GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02099,02099,中国黄金国际,CHINAGOLDINTL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02128,02128,中国联塑,CHINA LESSO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02145,02145,上美股份,CHICMAX,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02155,02155,森松国际,MORIMATSU INTL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02157,02157,乐普生物,LEPU BIO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02158,02158,医渡科技,YIDU TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02162,02162,康诺亚－Ｂ,KEYMED BIO-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02171,02171,科济药业－Ｂ,CARSGEN-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02172,02172,微创脑科学,MICROPORT NEURO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02186,02186,绿叶制药,LUYE PHARMA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02192,02192,医脉通,MEDLIVE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02196,02196,复星医药,FOSUN PHARMA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02202,02202,万科企业,CHINA VANKE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02208,02208,金风科技,GOLDWIND,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02218,02218,安德利果汁,ANDRE JUICE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02228,02228,晶泰控股,XTALPI,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02232,02232,晶苑国际,CRYSTAL INTL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02233,02233,西部水泥,WESTCHINACEMENT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02238,02238,广汽集团,GAC GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02252,02252,微创机器人－Ｂ,MEDBOT-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02255,02255,海昌海洋公园,HAICHANG HLDG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02259,02259,紫金黄金国际,ZIJIN GOLD INTL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02268,02268,药明合联,WUXI XDC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02269,02269,药明生物,WUXI BIO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02273,02273,固生堂,GUSHENGTANG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02276,02276,康耐特光学,CONANT OPTICAL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02282,02282,美高梅中国,MGM CHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02285,02285,泉峰控股,CHERVON,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02291,02291,心泰医疗,SCIENTECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02313,02313,申洲国际,SHENZHOU INTL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02314,02314,理文造纸,LEE & MAN PAPER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02315,02315,百奥赛图－Ｂ,BIOCYTOGEN-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02318,02318,中国平安,PING AN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02319,02319,蒙牛乳业,MENGNIU DAIRY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02328,02328,中国财险,PICC P&C,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02331,02331,李宁,LI NING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02333,02333,长城汽车,GWMOTOR,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02338,02338,潍柴动力,WEICHAI POWER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02343,02343,太平洋航运,PACIFIC BASIN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02356,02356,大新银行集团,DAHSING BANKING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02357,02357,中航科工,AVICHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02359,02359,药明康德,WUXI APPTEC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02367,02367,巨子生物,GIANT BIOGENE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02378,02378,保诚,PRU,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02380,02380,中国电力,CHINA POWER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02382,02382,舜宇光学科技,SUNNY OPTICAL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02386,02386,中石化炼化工程,SINOPEC SEG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02388,02388,中银香港,BOC HONG KONG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02400,02400,心动公司,XD INC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02402,02402,亿华通,SINOHYTEC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02410,02410,同源康医药－Ｂ,TYK MEDICINES-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02419,02419,德康农牧,DEKON AGR,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02423,02423,贝壳－Ｗ,BEKE-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02431,02431,佑驾创新,MINIEYE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02432,02432,越疆,DOBOT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02460,02460,华润饮料,CR BEVERAGE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02465,02465,龙蟠科技,LOPAL TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02473,02473,喜相逢集团,XXF,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02476,02476,胜宏科技,VGT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02477,02477,经纬天地,WELLCELL HOLD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02493,02493,迈威生物－Ｂ,MABWELL-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02498,02498,速腾聚创,ROBOSENSE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02506,02506,讯飞医疗科技,XUNFEIHEALTH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02507,02507,西锐,CIRRUS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02510,02510,德翔海运,TS LINES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02513,02513,智谱,Z.AI,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02517,02517,锅圈,GUOQUAN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02533,02533,黑芝麻智能,BLACK SESAME,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02555,02555,茶百道,CHABAIDAO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02556,02556,迈富时,MARKETINGFORCE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02562,02562,狮腾控股,SYNAGISTICS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02565,02565,派格生物医药－Ｂ,PEGBIO CO-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02570,02570,重塑能源,REFIRE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02575,02575,轩竹生物－Ｂ,XUANZHUBIO-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02577,02577,英诺赛科,INNOSCIENCE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02579,02579,中伟新材,CNGR,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02580,02580,奥克斯电气,AUX ELECTRIC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02582,02582,国富氢能,GUOFUHEE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02583,02583,西普尼,HIPINE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02586,02586,多点数智,DMALL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02587,02587,健康之路,HEALTHYWAY INC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02588,02588,中银航空租赁,BOC AVIATION,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02589,02589,沪上阿姨,AUNTEA JENNY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02590,02590,极智嘉－Ｗ,GEEKPLUS-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02591,02591,银诺医药－Ｂ,INNOGEN-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02595,02595,劲方医药－Ｂ,GENFLEET-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02600,02600,中国铝业,CHALCO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02601,02601,中国太保,CPIC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02602,02602,万物云,ONEWO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02603,02603,吉宏股份,JIHONG CO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02607,02607,上海医药,SH PHARMA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02609,02609,佰泽医疗,BAYZED HEALTH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02610,02610,南山铝业国际,NANSHAN AL INTL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02611,02611,国泰海通,GTHT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02617,02617,药捷安康－Ｂ,TRANSTHERA-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02618,02618,京东物流,JD LOGISTICS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02628,02628,中国人寿,CHINA LIFE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02631,02631,天岳先进,SICC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02635,02635,诺比侃,NUOBIKAN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02637,02637,海西新药,HAIXI PHARMA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02643,02643,曹操出行,CAOCAO INC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02648,02648,安井食品,ANJOY FOOD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02650,02650,挚达科技,ZHIDA TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02652,02652,长风药业（一百）,CF PHARMT-100,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02655,02655,果下科技,GUOXIA TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02656,02656,健康１６０,160 HEALTH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02659,02659,宝济药业－Ｂ,BAO PHARMA-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02661,02661,轻松健康,QINGSONG HEALTH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02665,02665,图达通,SEYOND,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02666,02666,环球医疗,UNI MEDICAL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02669,02669,中海物业,CHINA OVS PPT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02675,02675,精锋医疗－Ｂ,EDGE MEDICAL-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02676,02676,纳芯微,NOVOSENSE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02685,02685,量化派,QUANTGROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02687,02687,卓越睿新,ABLE DIGITAL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02688,02688,新奥能源,ENN ENERGY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02689,02689,玖龙纸业,ND PAPER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02691,02691,南华期货股份,NANHUA FUTURES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02692,02692,兆威机电,ZHAOWEI,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02698,02698,乐舒适,SOFTCARE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02701,02701,国民技术,NSING TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02706,02706,海致科技集团,HAIZHI TECH GP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02714,02714,牧原股份,MUYUAN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02715,02715,埃斯顿,ESTUN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02718,02718,明略科技－Ｗ,MININGLAMP-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02727,02727,上海电气,SH ELECTRIC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02768,02768,国恩科技,GON TECHNOLOGY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02788,02788,创新实业,CHUANGXIN IND,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02799,02799,中信金融资产,CITIC FAMC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02800,02800,盈富基金,TRACKER FUND,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02801,02801,安硕中国,ISHARES CHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02825,02825,标智香港１００,WISECSIHK100ETF,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02828,02828,恒生中国企业,HSCEI ETF,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02837,02837,ＧＸ恒生科技,GX HS TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02858,02858,易鑫集团,YIXIN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02865,02865,钧达股份,DRINDA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02866,02866,中远海发,COSCO SHIP DEV,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02869,02869,绿城服务,GREENTOWN SER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02877,02877,神威药业,SHINEWAY PHARM,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02880,02880,辽港股份,LIAONING PORT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02883,02883,中海油田服务,CHINA OILFIELD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02888,02888,渣打集团,STANCHART,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02889,02889,博泰车联,PATEO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02899,02899,紫金矿业,ZIJIN MINING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:02983,02983,禾赛－Ｗ,HESAI-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03032,03032,恒生科技ＥＴＦ,HSTECH ETF,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03033,03033,南方恒生科技,CSOP HS TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03037,03037,南方恒指ＥＴＦ,CSOP HSI ETF,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03039,03039,易方达恒指ＥＳＧ,EFUNDHSIESG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03040,03040,ＧＸ中国,GX MSCI CHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03067,03067,安硕恒生科技,ISHARESHSTECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03069,03069,华夏恒生生科,CAM HSBIOTECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03070,03070,平安香港高息,PING AN HKDIV,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03088,03088,华夏恒生科技,CAM HS TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03110,03110,ＧＸ恒生股息,GX HS HIGHDIV,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03115,03115,安硕恒生指数,ISHARESHSI,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03167,03167,工银南方中国,ICBCCSOPCHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03174,03174,南方恒生生科,CSOP HSBIOTECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03200,03200,大族数控,HANS CNC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03268,03268,美格智能,MEIG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03288,03288,海天味业,HAITIAN FLAV,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03296,03296,华勤技术,HUAQIN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03306,03306,江南布衣,JNBY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03311,03311,中国建筑国际,CHINA STATE CON,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03317,03317,迅策,XUNCE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03320,03320,华润医药,CHINARES PHARMA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03323,03323,中国建材,CNBM,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03328,03328,交通银行,BANKCOMM,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03330,03330,灵宝黄金,LINGBAO GOLD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03339,03339,中国龙工,LONKING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03347,03347,泰格医药,TIGERMED,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03360,03360,远东宏信,FE HORIZON,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03369,03369,秦港股份,QHD PORT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03380,03380,龙光集团,LOGAN GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03393,03393,威胜控股,WASION HOLDINGS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03396,03396,联想控股,LEGENDHOLDING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03403,03403,华夏恒ＥＳＧ,CAM HSI ESG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03406,03406,平安科技精选,PA TECHSELECT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03423,03423,招商恒生科技,CMS HS TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03431,03431,南方港韩科技,CSOP HKKRTECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03432,03432,南方港股通,CSOP HKCNCON,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03437,03437,博时央企红利,BOS CSOE HIDV,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03441,03441,南方东西精选,CSOP EWSELECT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03442,03442,南方港美科技,CSOP HKUSTECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03443,03443,南方香港股票,CSOP HK EQUITY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03469,03469,南方港股通红利,CSOP SCHIGHDIV,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03477,03477,平安东西精选,PA EW SELECT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03483,03483,易方达高股息,EFUND APAC HD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03489,03489,易方达ＡＩ,EFUND AI,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03606,03606,福耀玻璃,FUYAO GLASS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03613,03613,同仁堂国药,TONGRENTANGCM,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03618,03618,重庆农村商业银行,CQRC BANK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03633,03633,中裕能源,ZHONGYU ENERGY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03668,03668,兖煤澳大利亚,YANCOAL AUS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03677,03677,正力新能,ZENERGY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03678,03678,弘业期货,HOLLY FUTURES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03690,03690,美团－Ｗ,MEITUAN-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03692,03692,翰森制药,HANSOH PHARMA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03696,03696,英矽智能,INSILICO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03698,03698,徽商银行,HUISHANG BANK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03738,03738,阜博集团,VOBILE GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03750,03750,宁德时代,CATL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03759,03759,康龙化成,PHARMARON,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03800,03800,协鑫科技,GCL TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03808,03808,中国重汽,SINOTRUK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03858,03858,佳鑫国际资源,JIAXIN INTL RES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03866,03866,青岛银行,BQD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03868,03868,信义能源,XINYI ENERGY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03877,03877,中国船舶租赁,CSSC SHIPPING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03881,03881,希迪智驾,CIDI,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03888,03888,金山软件,KINGSOFT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03896,03896,金山云,KINGSOFT CLOUD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03898,03898,时代电气,TIMES ELECTRIC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03899,03899,中集安瑞科,CIMC ENRIC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03900,03900,绿城中国,GREENTOWN CHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03908,03908,中金公司,CICC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03918,03918,金界控股,NAGACORP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03931,03931,中创新航,CALB,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03933,03933,联邦制药,UNITED LAB,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03939,03939,万国黄金集团,WANGUO GOLD GP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03958,03958,东方证券,DFZQ,True,True,BUY_AND_SELL_ELIGIBLE
