symbol,name,exchange,board,sector_profile,market_as_of_date,total_market_cap_cny,float_market_cap_cny,capitalization_state,valuation_version,authority,trade_authority,pe_ttm,pe_ttm_state,earnings_yield_ttm,earnings_yield_ttm_state,pb,pb_state,ps_ttm,ps_ttm_state,fcf_yield_ttm,fcf_yield_ttm_state,ev_sales_ttm,ev_sales_ttm_state,ev_operating_income_ttm,ev_operating_income_ttm_state,valid_metric_count,decision_grade_metric_count,row_hash
000635.SZ,英 力 特,SZ,SZ_MAIN,GENERAL_NON_FINANCIAL,2026-08-28,,,PRICE_UNAVAILABLE,1.0.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,0,0,51b1438ab10635181cd2aad53813545bf7d999899e20b404a1090dfa859b8c98
000711.SZ,ST京蓝,SZ,SZ_MAIN,GENERAL_NON_FINANCIAL,2026-08-28,,,PRICE_UNAVAILABLE,1.0.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,0,0,3329fc25e849e114f90f15e6ecb541f73c9fda4191bd67df75d3edbc508fbfe1
002274.SZ,华昌化工,SZ,SZ_MAIN,GENERAL_NON_FINANCIAL,2026-08-28,,,PRICE_UNAVAILABLE,1.0.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,0,0,1f626a6b7eecd255d9eba71fcdd7fbc93d03f671532c6b21b640b6aecd9a1a19
002586.SZ,ST围海,SZ,SZ_MAIN,GENERAL_NON_FINANCIAL,2026-08-28,,,PRICE_UNAVAILABLE,1.0.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,0,0,b3a8db5c040944467f86eddb55e8612bf26969a51583dcf53b29a6493deb3f09
689009.SH,九号公司,SH,STAR,GENERAL_NON_FINANCIAL,2026-08-28,,,PRICE_UNAVAILABLE,1.0.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,,CONTROLLED_CAPITALIZATION_QUARANTINE,0,0,575fdacb16785de5e488307390022718ce2c9f0656995ee3122419b10a0ebf43
