transition_id,security_id,research_id,source_route,router_decision,reason_code,mutation_count,trade_authority
FMDL5G-00002-6b84b46cf914,HKEX:00002,HK-RESEARCH-00002-0fd1d517c01d,HK_CANDIDATE_REENTRY_REVIEW,NOT_ADMITTED,USER_CONFIRMED_REAL_ACCOUNT_GATE_REQUIRED,0,NONE
FMDL5G-00300-98929d5e5b3c,HKEX:00300,HK-RESEARCH-00300-d8d08f515e36,HK_CANDIDATE_REENTRY_REVIEW,NOT_ADMITTED,USER_CONFIRMED_REAL_ACCOUNT_GATE_REQUIRED,0,NONE
FMDL5G-00941-4b38a11c2329,HKEX:00941,HK-RESEARCH-00941-fa17f51cc715,HK_CANDIDATE_REENTRY_REVIEW,NOT_ADMITTED,USER_CONFIRMED_REAL_ACCOUNT_GATE_REQUIRED,0,NONE
FMDL5G-02388-b898359cb9e5,HKEX:02388,HK-RESEARCH-02388-8911262bfa2a,HK_CANDIDATE_REENTRY_REVIEW,NOT_ADMITTED,USER_CONFIRMED_REAL_ACCOUNT_GATE_REQUIRED,0,NONE
FMDL5G-02359-e366dd71b394,HKEX:02359,HK-RESEARCH-02359-ddd4f1d6285d,HK_SHADOW_TRACK_REVIEW,NOT_ADMITTED,USER_CONFIRMED_REAL_ACCOUNT_GATE_REQUIRED,0,NONE
FMDL5G-09999-d2f26997e035,HKEX:09999,HK-RESEARCH-09999-0bcd8c3d119a,HK_SHADOW_TRACK_REVIEW,NOT_ADMITTED,USER_CONFIRMED_REAL_ACCOUNT_GATE_REQUIRED,0,NONE
