symbol,board,list_date,is_st,is_suspended,shard_id,provider_id,fallback_used,attempts,latency_seconds,source_errors,state,quarantine_reason,observation_count,first_valid_date,latest_valid_date,has_volume,has_amount,series_hash,future_rows,duplicate_dates,impossible_ohlc_rows,negative_volume_rows,negative_amount_rows,release_id,assigned_shard
689009.SH,STAR,2020-10-29,False,True,shard_10,sina_daily,False,2,0.0,JSONDecodeError: No value to decode | JSONDecodeError: No value to decode,QUARANTINED,ALL_ALLOWED_PROVIDERS_FAILED,0,,,False,False,,0,0,0,0,0,FMDL2B2_29556547410_1,10
688089.SH,STAR,2019-12-19,False,False,shard_04,sina_daily,False,1,1.2804,,QUARANTINED,IMPOSSIBLE_OHLC,0,,,False,False,,0,0,1,0,0,FMDL2B2_29556547410_1,4
688143.SH,STAR,2022-12-12,False,False,shard_04,sina_daily,False,1,0.7502,,QUARANTINED,IMPOSSIBLE_OHLC,0,,,False,False,,0,0,1,0,0,FMDL2B2_29556547410_1,4
688173.SH,STAR,2022-01-21,False,False,shard_05,sina_daily,False,1,1.2592,,QUARANTINED,IMPOSSIBLE_OHLC,0,,,False,False,,0,0,1,0,0,FMDL2B2_29556547410_1,5
