security_id,security_code,security_name,historical_core20,historical_lifecycle_state,workplan_lane,strategy_sleeve,core20_review_disposition,proposed_candidate_route,proposed_lifecycle_state,research_id,research_lifecycle_state,research_decision_grade,thesis_id,thesis_status,valuation_id,valuation_status,entry_baseline_id,entry_baseline_status,portfolio_role,benchmark,research_gap_count,ready_for_user_decision,buy_signal,real_account_permission,simulation_admission_permission,candidate_state_change_requires_human_merge,trade_authority,semantic_hash
301267.SZ,301267,华厦眼科,False,NONE,B_STRUCTURED_RESEARCH,QUALITY_GROWTH,,RESEARCH_QUEUE_STRUCTURED,NONE,WP3-5-RSCH-301267.SZ,TRIAGE,False,WP3-5-TH-301267.SZ,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-301267.SZ,DRAFT,WP3-5-ENTRY-301267.SZ,MISSING,,,5,False,NO,False,False,True,NONE,016fb154d28169c9b1106cbb8f70f2728f8a30c9b20d5a52f33d0bff16b085cd
301305.SZ,301305,朗坤科技,False,NONE,C_WATCH_AND_EVIDENCE_FILL,QUALITY_GROWTH,,WATCH_EVIDENCE_FILL,NONE,WP3-5-RSCH-301305.SZ,IDEA,False,WP3-5-TH-301305.SZ,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-301305.SZ,DRAFT,WP3-5-ENTRY-301305.SZ,MISSING,,,5,False,NO,False,False,True,NONE,2b97b4e6ceb45d24355df72d0df7b4a733eab1edeb164a0011f7da240f202b23
301381.SZ,301381,赛维时代,False,NONE,B_STRUCTURED_RESEARCH,QUALITY_GROWTH,,RESEARCH_QUEUE_STRUCTURED,NONE,WP3-5-RSCH-301381.SZ,TRIAGE,False,WP3-5-TH-301381.SZ,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-301381.SZ,DRAFT,WP3-5-ENTRY-301381.SZ,MISSING,,,5,False,NO,False,False,True,NONE,7bc7f487d02db6deb6d3775e077a9c8ff12f4aae5ee5664ebffd322eed3d976d
600036.SH,600036,招商银行,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,FINANCIAL_SEPARATE_PROFILE,SEPARATE_PROFILE_REVIEW_REQUIRED,SHADOW_SEPARATE_PROFILE_REVIEW,NONE,WP3-5-RSCH-600036.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600036.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600036.SH,RESEARCH_GRADE,WP3-5-ENTRY-600036.SH,MISSING,优质零售银行,中证银行指数,5,False,NO,False,False,True,NONE,6075ba4a7aaf9aeb4f2b8b56b09612fbf298e4e5df71968cabb71cdcb700ed1c
600276.SH,600276,恒瑞医药,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,QUALITY_GROWTH,READMISSION_REVIEW,SHADOW_READMISSION_REVIEW,NONE,WP3-5-RSCH-600276.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600276.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600276.SH,RESEARCH_GRADE,WP3-5-ENTRY-600276.SH,MISSING,创新药成长验证,中证创新药产业指数,6,False,NO,False,False,True,NONE,cd6f1b90457ae7190b5ac7bbbb82b3d0575eae693237e375b65769b1b18717d6
600309.SH,600309,万华化学,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,QUALITY_GROWTH,WATCHLIST_RESEARCH_GAP,SHADOW_RESEARCH_GAP,NONE,WP3-5-RSCH-600309.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600309.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600309.SH,RESEARCH_GRADE,WP3-5-ENTRY-600309.SH,MISSING,一体化化工龙头,中证细分化工指数,6,False,NO,False,False,True,NONE,0809d04c9600944be7568266065a09defc701fcc9e38162825a911a3f6f0a4fc
600406.SH,600406,国电南瑞,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,QUALITY_GROWTH,READMISSION_REVIEW,SHADOW_READMISSION_REVIEW,NONE,WP3-5-RSCH-600406.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600406.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600406.SH,RESEARCH_GRADE,WP3-5-ENTRY-600406.SH,MISSING,电网数字化基础设施,中证电网设备主题指数,6,False,NO,False,False,True,NONE,443ff56f8babbcb9b498e7b195ea75ca9788368d826c9fd63e014729e016e92e
600519.SH,600519,贵州茅台,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,QUALITY_GROWTH,WATCHLIST_RESEARCH_GAP,SHADOW_RESEARCH_GAP,NONE,WP3-5-RSCH-600519.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600519.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600519.SH,RESEARCH_GRADE,WP3-5-ENTRY-600519.SH,MISSING,消费品牌质量锚,中证食品饮料指数,6,False,NO,False,False,True,NONE,9d0b9af70c845d56e70eaeb939632f75be98798d16bfbf4f1431e64e3a67893f
600660.SH,600660,福耀玻璃,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,QUALITY_GROWTH,WATCHLIST_RESEARCH_GAP,SHADOW_RESEARCH_GAP,NONE,WP3-5-RSCH-600660.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600660.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600660.SH,RESEARCH_GRADE,WP3-5-ENTRY-600660.SH,MISSING,汽车玻璃全球龙头,中证汽车零部件主题指数,6,False,NO,False,False,True,NONE,b5efdbf2cfb4accfeccd3aeff244d9e0f1d182ab50e2fa289f28e34fec4c2707
600690.SH,600690,海尔智家,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,QUALITY_GROWTH,WATCHLIST_RESEARCH_GAP,SHADOW_RESEARCH_GAP,NONE,WP3-5-RSCH-600690.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600690.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600690.SH,RESEARCH_GRADE,WP3-5-ENTRY-600690.SH,MISSING,全球家电复利,中证家电指数,6,False,NO,False,False,True,NONE,7d1912acd60bbf6299aabe4f3605c62fae136440f1e27a9381d5abca4fe029f6
600900.SH,600900,长江电力,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,DEFENSIVE_INFRA_YIELD,READMISSION_REVIEW_PRIORITY,CANDIDATE_CORE_PROPOSED,CANDIDATE_CORE,WP3-5-RSCH-600900.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600900.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600900.SH,RESEARCH_GRADE,WP3-5-ENTRY-600900.SH,COMPLETE,低波公用事业,中证公用事业指数,2,False,NO,False,False,True,NONE,59cb8276d76eeff473e2160ebd7f54bc00e21e3e60e5f1c4e4a06b20d8b1d62d
600938.SH,600938,中国海油,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,RESOURCE_CYCLE,READMISSION_REVIEW,SHADOW_READMISSION_REVIEW,NONE,WP3-5-RSCH-600938.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600938.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600938.SH,RESEARCH_GRADE,WP3-5-ENTRY-600938.SH,MISSING,低成本油气现金流,中证油气产业指数,6,False,NO,False,False,True,NONE,82c396f2714b8d1aa26d8ba78c350e76fffb782fca7de63d47d958aa73f1a2bc
600941.SH,600941,中国移动,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,DEFENSIVE_INFRA_YIELD,READMISSION_REVIEW,SHADOW_READMISSION_REVIEW,NONE,WP3-5-RSCH-600941.SH,ACTIVE_RESEARCH,False,WP3-5-TH-600941.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-600941.SH,RESEARCH_GRADE,WP3-5-ENTRY-600941.SH,MISSING,防守现金流/数字基础设施,沪深300电信业务指数,4,False,NO,False,False,True,NONE,a66bada6f85e3f2f24c575386e0885f3aa425c9e1f7f645e03048ee8ceffb45e
601088.SH,601088,中国神华,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,RESOURCE_CYCLE,READMISSION_REVIEW,SHADOW_READMISSION_REVIEW,NONE,WP3-5-RSCH-601088.SH,ACTIVE_RESEARCH,False,WP3-5-TH-601088.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-601088.SH,RESEARCH_GRADE,WP3-5-ENTRY-601088.SH,MISSING,高股息资源一体化,中证煤炭指数,4,False,NO,False,False,True,NONE,04866cc01c69d404714dd1504beaed537ea0300c0c58fc0a110c0d674cf6685a
601138.SH,601138,工业富联,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,QUALITY_GROWTH,WATCHLIST_RESEARCH_GAP,SHADOW_RESEARCH_GAP,NONE,WP3-5-RSCH-601138.SH,ACTIVE_RESEARCH,False,WP3-5-TH-601138.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-601138.SH,RESEARCH_GRADE,WP3-5-ENTRY-601138.SH,MISSING,AI服务器供应链验证,中证通信设备指数,6,False,NO,False,False,True,NONE,20712f683d8b5c4e58925cbd02c577063fb5b1ba3701cadb292c898943d3eb5e
601318.SH,601318,中国平安,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,FINANCIAL_SEPARATE_PROFILE,SEPARATE_PROFILE_REVIEW_REQUIRED,SHADOW_SEPARATE_PROFILE_REVIEW,NONE,WP3-5-RSCH-601318.SH,ACTIVE_RESEARCH,False,WP3-5-TH-601318.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-601318.SH,RESEARCH_GRADE,WP3-5-ENTRY-601318.SH,MISSING,保险与综合金融修复,中证保险主题指数,7,False,NO,False,False,True,NONE,894a6c185aecc264b9b4c519ffa6313f90c4fcb798f849490e5cdc75a37cbbc3
601899.SH,601899,紫金矿业,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,RESOURCE_CYCLE,WATCHLIST_RESEARCH_GAP,SHADOW_RESEARCH_GAP,NONE,WP3-5-RSCH-601899.SH,ACTIVE_RESEARCH,False,WP3-5-TH-601899.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-601899.SH,RESEARCH_GRADE,WP3-5-ENTRY-601899.SH,MISSING,核心有色资源平台,中证有色金属指数,6,False,NO,False,False,True,NONE,5f9126f18f87862535b39a25c6ed65c2fa75ed5613e7f449ee6d27cfa5a74f4c
601985.SH,601985,中国核电,True,CANDIDATE_CORE,CORE20_MANDATORY_REVIEW,DEFENSIVE_INFRA_YIELD,THESIS_REBUILD_REQUIRED_BEFORE_CANDIDATE_DECISION,SHADOW_THESIS_REBUILD,NONE,WP3-5-RSCH-601985.SH,ACTIVE_RESEARCH,False,WP3-5-TH-601985.SH,DRAFT_SOURCE_BACKED,WP3-5-VAL-601985.SH,RESEARCH_GRADE,WP3-5-ENTRY-601985.SH,MISSING,核电长期运营,中证核能核电指数,4,False,NO,False,False,True,NONE,7c60f1bda7054a647dc6232640fa1ba05cd97b0da2d4348f61e825e90f448ef2
603379.SH,603379,三美股份,False,NONE,A_DEEP_DIVE,QUALITY_GROWTH,,SHADOW_DEEP_DIVE,NONE,WP3-5-RSCH-603379.SH,ACTIVE_RESEARCH,False,WP3-5-TH-603379.SH,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-603379.SH,DRAFT,WP3-5-ENTRY-603379.SH,MISSING,,,6,False,NO,False,False,True,NONE,bf6fc49eb3e7d59429ebe033fdb28954665935544b4f431871976e504a6f6540
603444.SH,603444,吉比特,False,NONE,A_DEEP_DIVE,QUALITY_GROWTH,,SHADOW_DEEP_DIVE,NONE,WP3-5-RSCH-603444.SH,ACTIVE_RESEARCH,False,WP3-5-TH-603444.SH,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-603444.SH,DRAFT,WP3-5-ENTRY-603444.SH,MISSING,,,6,False,NO,False,False,True,NONE,ea145584491074e2a9c9cbdda239dd51f6fc79ff4be7424106573c3794688765
688002.SH,688002,睿创微纳,False,NONE,A_DEEP_DIVE,QUALITY_GROWTH,,SHADOW_DEEP_DIVE,NONE,WP3-5-RSCH-688002.SH,ACTIVE_RESEARCH,False,WP3-5-TH-688002.SH,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-688002.SH,DRAFT,WP3-5-ENTRY-688002.SH,MISSING,,,6,False,NO,False,False,True,NONE,a9dccf82279ea257f8a6bbed026cd097993daed4c97f8f7998280402ae15bf49
688266.SH,688266,泽璟制药,False,NONE,A_DEEP_DIVE,QUALITY_GROWTH,,SHADOW_DEEP_DIVE,NONE,WP3-5-RSCH-688266.SH,ACTIVE_RESEARCH,False,WP3-5-TH-688266.SH,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-688266.SH,DRAFT,WP3-5-ENTRY-688266.SH,MISSING,,,6,False,NO,False,False,True,NONE,c4675f4754ea35ee1714824b1fcd259cb5e56f0204348cbc92a30c96fd9d3538
688578.SH,688578,艾力斯,False,NONE,A_DEEP_DIVE,QUALITY_GROWTH,,SHADOW_DEEP_DIVE,NONE,WP3-5-RSCH-688578.SH,ACTIVE_RESEARCH,False,WP3-5-TH-688578.SH,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-688578.SH,DRAFT,WP3-5-ENTRY-688578.SH,MISSING,,,6,False,NO,False,False,True,NONE,5539a2568cb21044bd4d7f38e1f381e6fe9559d6217a40292193955904c401f7
688617.SH,688617,惠泰医疗,False,NONE,A_DEEP_DIVE,QUALITY_GROWTH,,SHADOW_DEEP_DIVE,NONE,WP3-5-RSCH-688617.SH,ACTIVE_RESEARCH,False,WP3-5-TH-688617.SH,MISSING_RESEARCH_REQUIRED,WP3-5-VAL-688617.SH,DRAFT,WP3-5-ENTRY-688617.SH,MISSING,,,6,False,NO,False,False,True,NONE,5b2c7efaeda8c208d585e7a16cbc715ffb84fc548721a345d825ca64d2307c59
