source_id,source_name,source_type,owner_or_provider,period_covered,as_of_date,retrieved_at,file_tab_page_url_or_location,source_rank,freshness_status,notes,trade_authority,route_id,statement,status
SRC-SINA_STATEMENTS-600036-BALANCE_SHEET,SINA_STATEMENTS balance_sheet 600036.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T12:54:31+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=101; cols=150; elapsed=2.3059; error=,NONE,SINA_STATEMENTS,balance_sheet,SUCCESS
SRC-SINA_STATEMENTS-600036-INCOME_STATEMENT,SINA_STATEMENTS income_statement 600036.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T12:54:32+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=101; cols=94; elapsed=1.5853; error=,NONE,SINA_STATEMENTS,income_statement,SUCCESS
SRC-SINA_STATEMENTS-600036-CASH_FLOW,SINA_STATEMENTS cash_flow 600036.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T12:54:34+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=99; cols=114; elapsed=1.8134; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
SRC-CNINFO-000001,CNINFO periodic reports for 000001.SZ,filing,CNINFO,20240101-20260718,20260718,2026-07-18T12:53:41+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=58; error=,NONE,,,
SRC-EASTMONEY_STATEMENTS-000001-BALANCE_SHEET,EASTMONEY_STATEMENTS balance_sheet 000001.SZ,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T12:53:59+08:00,akshare.stock_balance_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=118; cols=221; elapsed=18.1435; error=,NONE,EASTMONEY_STATEMENTS,balance_sheet,SUCCESS
SRC-EASTMONEY_STATEMENTS-000001-INCOME_STATEMENT,EASTMONEY_STATEMENTS income_statement 000001.SZ,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T12:54:16+08:00,akshare.stock_profit_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=121; cols=170; elapsed=16.9235; error=,NONE,EASTMONEY_STATEMENTS,income_statement,SUCCESS
SRC-EASTMONEY_STATEMENTS-000001-CASH_FLOW,EASTMONEY_STATEMENTS cash_flow 000001.SZ,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T12:54:33+08:00,akshare.stock_cash_flow_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=102; cols=316; elapsed=16.6406; error=,NONE,EASTMONEY_STATEMENTS,cash_flow,SUCCESS
SRC-SINA_STATEMENTS-000001-BALANCE_SHEET,SINA_STATEMENTS balance_sheet 000001.SZ,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T12:54:35+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=119; cols=150; elapsed=2.4908; error=,NONE,SINA_STATEMENTS,balance_sheet,SUCCESS
SRC-SINA_STATEMENTS-000001-INCOME_STATEMENT,SINA_STATEMENTS income_statement 000001.SZ,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T12:54:37+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=122; cols=94; elapsed=1.7414; error=,NONE,SINA_STATEMENTS,income_statement,SUCCESS
SRC-SINA_STATEMENTS-000001-CASH_FLOW,SINA_STATEMENTS cash_flow 000001.SZ,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T12:54:39+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=103; cols=114; elapsed=1.7711; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
SRC-CNINFO-600030,CNINFO periodic reports for 600030.SH,filing,CNINFO,20240101-20260718,20260718,2026-07-18T12:54:35+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=57; error=,NONE,,,
SRC-EASTMONEY_STATEMENTS-600030-BALANCE_SHEET,EASTMONEY_STATEMENTS balance_sheet 600030.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T12:54:39+08:00,akshare.stock_balance_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=98; cols=215; elapsed=4.5293; error=,NONE,EASTMONEY_STATEMENTS,balance_sheet,SUCCESS
SRC-EASTMONEY_STATEMENTS-600030-INCOME_STATEMENT,EASTMONEY_STATEMENTS income_statement 600030.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T12:54:43+08:00,akshare.stock_profit_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=99; cols=185; elapsed=4.0138; error=,NONE,EASTMONEY_STATEMENTS,income_statement,SUCCESS
SRC-EASTMONEY_STATEMENTS-600030-CASH_FLOW,EASTMONEY_STATEMENTS cash_flow 600030.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T12:54:48+08:00,akshare.stock_cash_flow_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=98; cols=252; elapsed=5.0374; error=,NONE,EASTMONEY_STATEMENTS,cash_flow,SUCCESS
