area,metric_or_framework,current_period,prior_period,current_basis,prior_basis,comparison_status,current_value,prior_value,model_treatment,required_source,source_id
cash_flow,distribution_profit_interest_cash_paid,2026-03-31,2024-03-31,分配股利、利润或偿付利息支付的现金,ASSIGN_DIVIDEND_PORFIT,recast_comparable,,,USE_CANONICAL_SERIES_WITH_ORIGINAL_LABEL_LINEAGE,official filing if values conflict,MULTI_SOURCE
