conflict_id,entity,symbol,metric,period,source_a,value_a,source_b,value_b,conflict_type,working_value,resolution_basis,open_question,status,trade_authority
f0ad4944b2920d9449cca8588a4dfe1dc7837285800f493881cb552842842967,招商银行,600036.SH,distribution_profit_interest_cash_paid,2024-03-31,EASTMONEY_STATEMENTS,93000000.0,SINA_STATEMENTS,1889000000.0,MATERIAL_PROVIDER_VALUE_DIFFERENCE,,CONTROLLED_EXCLUSION_FROM_DECISION_GRADE_CURRENT,Reconcile against official filing document in later hardening pass.,CLASSIFIED_CONTROLLED_EXCLUSION,NONE
5aed2b94d1f88c67e2602d893beb7d6de4d1b3d7eac18608cdf3fd17cc69580d,招商银行,600036.SH,distribution_profit_interest_cash_paid,2024-09-30,EASTMONEY_STATEMENTS,52087000000.0,SINA_STATEMENTS,56519000000.0,MATERIAL_PROVIDER_VALUE_DIFFERENCE,,CONTROLLED_EXCLUSION_FROM_DECISION_GRADE_CURRENT,Reconcile against official filing document in later hardening pass.,CLASSIFIED_CONTROLLED_EXCLUSION,NONE
07af42e4e7bcb6ee84ddae0ac721ee6400f574e5c7e9a4777807aa53d7de42c1,招商银行,600036.SH,distribution_profit_interest_cash_paid,2024-12-31,EASTMONEY_STATEMENTS,55450000000.0,SINA_STATEMENTS,61031000000.0,MATERIAL_PROVIDER_VALUE_DIFFERENCE,,CONTROLLED_EXCLUSION_FROM_DECISION_GRADE_CURRENT,Reconcile against official filing document in later hardening pass.,CLASSIFIED_CONTROLLED_EXCLUSION,NONE
34ca3cbb08a260b52a1a6326b3d6d11d5b5849f13513007242da414aefe2a26e,招商银行,600036.SH,distribution_profit_interest_cash_paid,2025-09-30,EASTMONEY_STATEMENTS,52742000000.0,SINA_STATEMENTS,55166000000.0,MATERIAL_PROVIDER_VALUE_DIFFERENCE,,CONTROLLED_EXCLUSION_FROM_DECISION_GRADE_CURRENT,Reconcile against official filing document in later hardening pass.,CLASSIFIED_CONTROLLED_EXCLUSION,NONE
ab5f27338a9688e98d18cfbfc440b84dd1460d037c2731865c9ee6cccc4cf9db,招商银行,600036.SH,distribution_profit_interest_cash_paid,2025-12-31,EASTMONEY_STATEMENTS,55445000000.0,SINA_STATEMENTS,61752000000.0,MATERIAL_PROVIDER_VALUE_DIFFERENCE,,CONTROLLED_EXCLUSION_FROM_DECISION_GRADE_CURRENT,Reconcile against official filing document in later hardening pass.,CLASSIFIED_CONTROLLED_EXCLUSION,NONE
2d0c48ef076fec954d4aa95613463fd7dd59562353a09ad50a4f7bd051aaa53d,招商银行,600036.SH,distribution_profit_interest_cash_paid,2026-03-31,EASTMONEY_STATEMENTS,25548000000.0,SINA_STATEMENTS,26778000000.0,MATERIAL_PROVIDER_VALUE_DIFFERENCE,,CONTROLLED_EXCLUSION_FROM_DECISION_GRADE_CURRENT,Reconcile against official filing document in later hardening pass.,CLASSIFIED_CONTROLLED_EXCLUSION,NONE
