security_id,stock_code_5d,official_security_name_en,fmdl5e_screen_rank,fmdl5e_primary_sleeve,research_id,research_object_sha256,research_decision,transition_id,target_route,a_h_duplication_review_required,lineage_status,lineage_errors,trade_authority
HKEX:00002,00002,CLP HOLDINGS,16,DEFENSIVE_STABILITY,HK-RESEARCH-00002-0fd1d517c01d,eacf8cad92a8598c45ec4ae4772ca406ee8e56d78801dd61b9e9e6c54eb6bb36,GRADUATED,FMDL5G-00002-6b84b46cf914,HK_CANDIDATE_REENTRY_REVIEW,False,PASS,,NONE
HKEX:00300,00300,MIDEA GROUP,13,TREND_LIQUIDITY,HK-RESEARCH-00300-d8d08f515e36,06ff5f1b35518bb02ed6156f05c67a3c7fc162e2e551d7d7ef6cad9718a8cea8,GRADUATED,FMDL5G-00300-98929d5e5b3c,HK_CANDIDATE_REENTRY_REVIEW,True,PASS,,NONE
HKEX:00941,00941,CHINA MOBILE,4,DEFENSIVE_STABILITY,HK-RESEARCH-00941-fa17f51cc715,75e8aeeb12b6c9b889205407bb3be7cc846ba74dde9864bd90942cbe9b3fb502,GRADUATED,FMDL5G-00941-4b38a11c2329,HK_CANDIDATE_REENTRY_REVIEW,False,PASS,,NONE
HKEX:02388,02388,BOC HONG KONG,1,DEFENSIVE_STABILITY,HK-RESEARCH-02388-8911262bfa2a,ffc6bf2676c8ca16e97e3eae2eb2769670dc3c90eabe3ea4fe154682e7e44269,GRADUATED,FMDL5G-02388-b898359cb9e5,HK_CANDIDATE_REENTRY_REVIEW,False,PASS,,NONE
HKEX:02359,02359,WUXI APPTEC,8,RECOVERY_WATCH,HK-RESEARCH-02359-ddd4f1d6285d,d8c6fea5bc6e58a061c2d9d774ea97d7d3e4fae948036fdae0638606ce120d41,SHADOW_TRACK,FMDL5G-02359-e366dd71b394,HK_SHADOW_TRACK_REVIEW,True,PASS,,NONE
HKEX:09999,09999,NTES,18,RECOVERY_WATCH,HK-RESEARCH-09999-0bcd8c3d119a,d07e6f9bd66aa7a617775d11d03c46dcb1f1fd35d038adba68638a457c613667,SHADOW_TRACK,FMDL5G-09999-d2f26997e035,HK_SHADOW_TRACK_REVIEW,False,PASS,,NONE
