security_id,issuer_id,stock_code_5d,mapping_status,mapping_basis
HKEX:01196,HKEX-ISSUER:e4f47b59c4579932,01196,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01199,HKEX-ISSUER:a898db67db489d95,01199,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01208,HKEX-ISSUER:a789a677f7ffca7d,01208,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01209,HKEX-ISSUER:f993d776e637522d,01209,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01211,HKEX-ISSUER:2cd9dce5e6b650a2,01211,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01258,HKEX-ISSUER:32434499c8fc5f8f,01258,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01276,HKEX-ISSUER:65b12e509c97df0f,01276,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01277,HKEX-ISSUER:7d66dfe97a064ff3,01277,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01288,HKEX-ISSUER:a5d46316152d481e,01288,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01299,HKEX-ISSUER:96cc4965ea163a66,01299,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01302,HKEX-ISSUER:1ac1831e3c439392,01302,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01304,HKEX-ISSUER:2698d78611a617b9,01304,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01308,HKEX-ISSUER:ce33524185b6be60,01308,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01310,HKEX-ISSUER:920343c4dfb898a1,01310,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01313,HKEX-ISSUER:282ff2fd6e9e74b7,01313,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01316,HKEX-ISSUER:064b441f1155675f,01316,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01318,HKEX-ISSUER:a8e312349aed60bd,01318,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01330,HKEX-ISSUER:f04fecce47c97d65,01330,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01333,HKEX-ISSUER:682dc28d534cc649,01333,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01336,HKEX-ISSUER:2d930457ee2118db,01336,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01339,HKEX-ISSUER:0bc1159690ae2260,01339,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01347,HKEX-ISSUER:5b6ffec31e688a85,01347,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01349,HKEX-ISSUER:a9c6c230cb244dc1,01349,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01357,HKEX-ISSUER:7a01ad3422de949c,01357,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01359,HKEX-ISSUER:b148bbebe399a902,01359,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01361,HKEX-ISSUER:495a1bdefa94078f,01361,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01364,HKEX-ISSUER:f8537681afa18820,01364,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01368,HKEX-ISSUER:63589ad67b5a0b4d,01368,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01375,HKEX-ISSUER:685c92279ac5a26f,01375,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01377,HKEX-ISSUER:6b11141104d888c2,01377,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01378,HKEX-ISSUER:d9bcefc12b7cafa8,01378,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01384,HKEX-ISSUER:8f9e4b58461cd839,01384,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01385,HKEX-ISSUER:346b6f0cdb9cff58,01385,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01398,HKEX-ISSUER:e8e5ce8ba504b357,01398,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01405,HKEX-ISSUER:a4258ed644fa68c3,01405,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01415,HKEX-ISSUER:5f4a11ee5fe9b5ba,01415,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01428,HKEX-ISSUER:f63296a97d99736a,01428,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01456,HKEX-ISSUER:c26bdaea94fd2cc7,01456,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01475,HKEX-ISSUER:d9b40f0e9877e198,01475,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01478,HKEX-ISSUER:c03a432fdefb5335,01478,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01513,HKEX-ISSUER:393015873784815f,01513,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01519,HKEX-ISSUER:c337061b38a31f57,01519,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01528,HKEX-ISSUER:d1907fd5996dcf58,01528,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01530,HKEX-ISSUER:e06a6a8957565cbc,01530,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01548,HKEX-ISSUER:f5dfd187dddb329c,01548,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01579,HKEX-ISSUER:8602c20422c80b3f,01579,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01585,HKEX-ISSUER:6a4f602968c2935f,01585,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01610,HKEX-ISSUER:fa09c3081c9ad5e2,01610,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01618,HKEX-ISSUER:9facf387a53e2963,01618,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01635,HKEX-ISSUER:328da8af3a6e101c,01635,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01658,HKEX-ISSUER:8f2e3479c100e95e,01658,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01675,HKEX-ISSUER:e3e584161ae77d19,01675,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01681,HKEX-ISSUER:508116ebc1658bcc,01681,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01686,HKEX-ISSUER:8d112a14e9609719,01686,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01688,HKEX-ISSUER:4759053a88b9fd46,01688,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01691,HKEX-ISSUER:579f3f41e54200fe,01691,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01729,HKEX-ISSUER:32f5b7bad874b79b,01729,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01735,HKEX-ISSUER:dd32086d01b84406,01735,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01766,HKEX-ISSUER:a9d0f4c07b19d208,01766,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01768,HKEX-ISSUER:5602a9a2c90259b1,01768,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01772,HKEX-ISSUER:5aff30a5dd63de87,01772,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01773,HKEX-ISSUER:c9970f30e44333a5,01773,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01776,HKEX-ISSUER:9bb2c545ccba6abd,01776,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01783,HKEX-ISSUER:c259595db2fd8254,01783,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01787,HKEX-ISSUER:09df9424f38c5541,01787,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01788,HKEX-ISSUER:6e115db19741daf0,01788,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01789,HKEX-ISSUER:743118627091393b,01789,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01797,HKEX-ISSUER:1cc5d88528537071,01797,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01800,HKEX-ISSUER:2a446c86520011cc,01800,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01801,HKEX-ISSUER:98d320f9ccef2788,01801,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01810,HKEX-ISSUER:552c73b74e203166,01810,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01811,HKEX-ISSUER:bf7c3eb95c885e91,01811,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01816,HKEX-ISSUER:dbb7e37a75cd7e02,01816,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01818,HKEX-ISSUER:e2d1fb422737391d,01818,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01828,HKEX-ISSUER:10143c65683a6eaa,01828,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01833,HKEX-ISSUER:d85e9df3bcd0ef1c,01833,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01836,HKEX-ISSUER:2ac900813d73a56f,01836,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01858,HKEX-ISSUER:8e84a7309a4b052b,01858,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01860,HKEX-ISSUER:0636f00fe6ff913a,01860,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01876,HKEX-ISSUER:6a2f82f0b3ab5c25,01876,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01877,HKEX-ISSUER:d67d25fe149e54bd,01877,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01880,HKEX-ISSUER:7a1a3b6b918be9a4,01880,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01882,HKEX-ISSUER:d97f9f58c3db4af4,01882,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01883,HKEX-ISSUER:c09ceb2a58f21798,01883,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01888,HKEX-ISSUER:635c61b9163d84dd,01888,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01896,HKEX-ISSUER:ddfb6aa25274b148,01896,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01898,HKEX-ISSUER:0cfe00c53911df8d,01898,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01907,HKEX-ISSUER:efe9c1464b7596e3,01907,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01908,HKEX-ISSUER:84aa37d524499e53,01908,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01910,HKEX-ISSUER:acbc71a1f887e556,01910,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01918,HKEX-ISSUER:82448f29b4fc4181,01918,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01919,HKEX-ISSUER:3a517f3586296eb4,01919,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01921,HKEX-ISSUER:96e9013ef232cb4a,01921,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01928,HKEX-ISSUER:51818b9efa38c77c,01928,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01929,HKEX-ISSUER:2cb6d09823ed3e79,01929,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01951,HKEX-ISSUER:e321949bdad29ec6,01951,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01952,HKEX-ISSUER:9c98f41ab97e1a47,01952,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01963,HKEX-ISSUER:66b30b84bd46da02,01963,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01972,HKEX-ISSUER:f9f7c3239ee77d28,01972,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01988,HKEX-ISSUER:73ba0c8d0dda0ca2,01988,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01989,HKEX-ISSUER:8bdd8601294dcc16,01989,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01997,HKEX-ISSUER:8509653f0951d15c,01997,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:01999,HKEX-ISSUER:dff1d8774ea00238,01999,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02005,HKEX-ISSUER:cb3cee84dcb7d9bc,02005,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02007,HKEX-ISSUER:82d307279799a0f4,02007,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02009,HKEX-ISSUER:c402333077b4f2e6,02009,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02013,HKEX-ISSUER:0e4c2c10a9faaef1,02013,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02015,HKEX-ISSUER:ea18d29b7474c529,02015,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02016,HKEX-ISSUER:a9acbc71a63b5da1,02016,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02018,HKEX-ISSUER:121c5635641ccc17,02018,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02020,HKEX-ISSUER:5bd40b4b9e3d181f,02020,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02026,HKEX-ISSUER:e559f8b8f4471045,02026,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02038,HKEX-ISSUER:d4b378a8ddb9ab58,02038,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02039,HKEX-ISSUER:b4e138fde5b0c120,02039,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02050,HKEX-ISSUER:bbd977f1e7e3ee29,02050,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02057,HKEX-ISSUER:5d85ca3c2d009729,02057,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02068,HKEX-ISSUER:d77752ec826f48a7,02068,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02096,HKEX-ISSUER:b836647de9ec1693,02096,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02097,HKEX-ISSUER:f9a9f3a45e1e0a57,02097,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02099,HKEX-ISSUER:e924bdf38950580d,02099,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02128,HKEX-ISSUER:99a8e96ff5bde946,02128,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02145,HKEX-ISSUER:5973162bd5a61c8a,02145,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02155,HKEX-ISSUER:fea3c7d4b8525ec0,02155,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02157,HKEX-ISSUER:2f0d89540e6d54cd,02157,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02158,HKEX-ISSUER:8b6b6b0ff6544d61,02158,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02162,HKEX-ISSUER:863a487e60746ef9,02162,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02171,HKEX-ISSUER:b0900b1d7d9ecf75,02171,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02172,HKEX-ISSUER:7d955b0fbd1333fa,02172,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02186,HKEX-ISSUER:e2d4fedc205a8a7f,02186,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02192,HKEX-ISSUER:aa66df37aeaa9fdd,02192,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02196,HKEX-ISSUER:3e6d9b5c982657ea,02196,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02202,HKEX-ISSUER:7328414f281413f7,02202,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02208,HKEX-ISSUER:a25242e88015046b,02208,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02218,HKEX-ISSUER:dbdd1b2af200888a,02218,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02228,HKEX-ISSUER:2b061659b11b7ba5,02228,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02232,HKEX-ISSUER:0074238f49da475b,02232,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02233,HKEX-ISSUER:020a5d1a8a2111a0,02233,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02238,HKEX-ISSUER:b3c974229789f87a,02238,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02252,HKEX-ISSUER:8073add03a7f6cc2,02252,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02255,HKEX-ISSUER:4dbacb40d8dc016b,02255,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02259,HKEX-ISSUER:29825738caa4f407,02259,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02268,HKEX-ISSUER:dec73d83070b2b39,02268,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02269,HKEX-ISSUER:0865825fc328b41a,02269,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02273,HKEX-ISSUER:e5ff14be5fc01a49,02273,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02276,HKEX-ISSUER:05e0004f28d95465,02276,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02282,HKEX-ISSUER:692500430a254fad,02282,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02285,HKEX-ISSUER:9dec6b9cbda1bf60,02285,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02291,HKEX-ISSUER:274a366de0d7e5a9,02291,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02313,HKEX-ISSUER:31c8fe2d6f7ad879,02313,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02314,HKEX-ISSUER:52ea5556bb7868cd,02314,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02315,HKEX-ISSUER:0a81ad597545604b,02315,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02318,HKEX-ISSUER:dbdd175b56045ab4,02318,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02319,HKEX-ISSUER:a1857bcdd347ec24,02319,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02328,HKEX-ISSUER:fac7b0c82ab29727,02328,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02331,HKEX-ISSUER:7c517e06976348e7,02331,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02333,HKEX-ISSUER:2538129ebfa3a483,02333,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02338,HKEX-ISSUER:16cd7b138bede3a6,02338,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02343,HKEX-ISSUER:9452b2c283e42b2a,02343,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02356,HKEX-ISSUER:e71bd5dcdcc0d33a,02356,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02357,HKEX-ISSUER:4cc141cca0cf3b2b,02357,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02359,HKEX-ISSUER:d4a755f1b9a81eda,02359,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02367,HKEX-ISSUER:d5127afad0166d5b,02367,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02378,HKEX-ISSUER:906034fc535ec96b,02378,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02380,HKEX-ISSUER:3d5e5b68f141a0a9,02380,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02382,HKEX-ISSUER:e0eb84dc496f1cee,02382,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02386,HKEX-ISSUER:e51ebc1113554da8,02386,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02388,HKEX-ISSUER:d55be72843d00ad4,02388,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02400,HKEX-ISSUER:ba72d1bc2ecfd6b7,02400,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02402,HKEX-ISSUER:071f25d9d7f02999,02402,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02410,HKEX-ISSUER:24cb4ee850760ab9,02410,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02419,HKEX-ISSUER:b80dc38120707537,02419,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02423,HKEX-ISSUER:0d782f7db1ce3810,02423,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02431,HKEX-ISSUER:e9a33cc3c080bf91,02431,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02432,HKEX-ISSUER:91c5314d290b939d,02432,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02460,HKEX-ISSUER:36d77c56d83c43c1,02460,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02465,HKEX-ISSUER:5ffeed1d1102f12b,02465,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02473,HKEX-ISSUER:c3b4c391b0bb1a7c,02473,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02476,HKEX-ISSUER:f0e0dbab20c55007,02476,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02477,HKEX-ISSUER:6c3e4aeb137009b2,02477,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02493,HKEX-ISSUER:631e2a1eca5aa634,02493,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02498,HKEX-ISSUER:233827b6a69d03e9,02498,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02506,HKEX-ISSUER:67c22586e78c6ef2,02506,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02507,HKEX-ISSUER:261587bd76c81913,02507,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02510,HKEX-ISSUER:27d8fb4d430df2c4,02510,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02513,HKEX-ISSUER:78f26418a732c2fe,02513,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02517,HKEX-ISSUER:9d2c35c8540f904e,02517,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02533,HKEX-ISSUER:f91d05baca5ae103,02533,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02555,HKEX-ISSUER:6b1f01fa37c30c35,02555,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02556,HKEX-ISSUER:1aa6bca14531e8e5,02556,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02562,HKEX-ISSUER:6c8c01747c9669fe,02562,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02565,HKEX-ISSUER:d8af53df8288ddae,02565,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02570,HKEX-ISSUER:c7338f6704b9a4be,02570,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02575,HKEX-ISSUER:99ad77cc3c1594ba,02575,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02577,HKEX-ISSUER:0c5f4fbaf12ea650,02577,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02579,HKEX-ISSUER:efac4a82c2008a50,02579,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02580,HKEX-ISSUER:038d62d402ce9025,02580,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02582,HKEX-ISSUER:03739a22c5e6eb4b,02582,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02583,HKEX-ISSUER:d4f4272c47544144,02583,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02586,HKEX-ISSUER:ba03855366cdcad4,02586,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02587,HKEX-ISSUER:4423d44043c391d9,02587,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02588,HKEX-ISSUER:77b3260702e0cb50,02588,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02589,HKEX-ISSUER:9e237cfb7e84d516,02589,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02590,HKEX-ISSUER:73c5a8b1824f605d,02590,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02591,HKEX-ISSUER:c3a6d535a8acb7d6,02591,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02595,HKEX-ISSUER:011902f6a16ee1fc,02595,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02600,HKEX-ISSUER:8be38a839f339e8d,02600,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02601,HKEX-ISSUER:1244911df31057af,02601,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02602,HKEX-ISSUER:f881b8322eb03185,02602,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
HKEX:02603,HKEX-ISSUER:70b4ee30619cbaa5,02603,CONFIRMED,HKEX_DI_STOCK_CODE_CONFIRMED
