as_of_date,overall_rank,research_priority,security_id,stock_code_5d,official_security_name_en,official_issuer_name_en,primary_sleeve,sleeves,sleeve_count,screening_basis,aggregate_score,normalized_primary_score,best_sleeve_score,cross_sleeve_bonus,investability_status,factor_record_quality,confidence_grade,profile,source_profile,profile_basis,profile_override_applied,latest_close,latest_quote_currency,avg_turnover_hkd_20d,return_20d,return_60d,return_120d,return_250d,volatility_60d,max_drawdown_120d,roe,roa,operating_margin,revenue_yoy,net_income_yoy,earnings_yield,pe_ratio,dividend_yield_365d,corporate_action_count_365d,a_share_class_exists,h_share_flag,wvr_flag,dual_counter_flag,secondary_listing_flag,biotech_chapter18a_flag,next_workflow,authority,trade_authority
2026-07-21,18,A_IMMEDIATE_RESEARCH,HKEX:09999,09999,NTES,"NetEase, Inc.",RECOVERY_WATCH,RECOVERY_WATCH|TREND_LIQUIDITY,2,FORMAL_SLEEVE_ONLY,1.2068887821377736,0.9666666666666667,0.9008884618844284,0.015,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,207.60000610351562,HKD,2412430831.4533377,0.09148269944509191,0.16978274291805606,-0.03695968810721906,0.02985029661816241,0.3573951009844374,-0.1947354642357455,,0.04612896417929624,0.4137398822886822,0.061145506996624244,0.036204573913396265,0.016088631511574115,62.155690450154374,0.022810599522038292,4,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,19,A_IMMEDIATE_RESEARCH,HKEX:00003,00003,HK & CHINA GAS,"Hong Kong and China Gas Co. Ltd., The",DEFENSIVE_STABILITY,DEFENSIVE_STABILITY|TREND_LIQUIDITY|RECOVERY_WATCH,3,FORMAL_SLEEVE_ONLY,1.2009227209035194,0.95,0.8836908836140779,0.03,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,6.960000038146973,HKD,180004614.53774837,0.038806005415446876,-0.01091296106320272,-0.0012968067135354922,0.08856797556494511,0.1421220731505899,-0.14282609517870604,,0.03477849360857595,0.15737681380841323,-0.044801043513126526,-0.028621523724101428,0.0395807612773152,25.26479955738312,0.05028735604621977,2,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,20,A_IMMEDIATE_RESEARCH,HKEX:02888,02888,STANCHART,Standard Chartered PLC,TREND_LIQUIDITY,TREND_LIQUIDITY|QUALITY_COMPOUNDER|RECOVERY_WATCH,3,FORMAL_SLEEVE_ONLY,1.1996704689995898,0.9444444444444444,0.9009040982205816,0.03,ELIGIBLE_CORE,VALID,A,BANK,BANK,OFFICIAL_NAME_BANK,False,221.0,HKD,192558542.0765747,0.04245283018867929,0.15104166666666674,0.1461130636632586,0.6122860724153363,0.3171904751850856,-0.23524113431537774,0.09315575422269447,0.005527444277165731,,,0.22767916210685124,0.06214604162895928,16.091129439433395,0.021746799095022622,2,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,21,B_WATCH_OR_TRIGGER,HKEX:00669,00669,TECHTRONIC IND,Techtronic Industries Co. Ltd.,TREND_LIQUIDITY,TREND_LIQUIDITY|RECOVERY_WATCH,2,FORMAL_SLEEVE_ONLY,1.1963241662371433,0.9555555555555556,0.9030744427263512,0.015,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,129.8000030517578,HKD,647313855.0617851,0.06480723073823569,0.13486977359365548,0.2989202708156429,0.5270781858578137,0.3778815197325265,-0.19984325090539556,,0.08923178517185638,0.08755792198883151,0.02045725834614598,0.04458397461480068,0.0355284712756218,28.146440420760786,0.01979969136807502,2,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,22,B_WATCH_OR_TRIGGER,HKEX:06821,06821,ASYMCHEM,"Asymchem Laboratories (Tianjin) Co., Ltd.  - H Shares",RECOVERY_WATCH,RECOVERY_WATCH|TREND_LIQUIDITY,2,FORMAL_SLEEVE_ONLY,1.1901566837800261,0.95,0.9006267351201056,0.015,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,122.4000015258789,HKD,140673107.68959427,0.2753821365558955,0.3329182229842964,0.47731763270244065,0.3772995071989407,0.7469845022449249,-0.22553383210491618,,0.014698031857021237,0.18556837202694124,0.1691080289849054,-0.06823470337530002,0.006862745012485965,145.7142875308082,0.012217083181031131,1,True,True,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,23,B_WATCH_OR_TRIGGER,HKEX:09992,09992,POP MART,Pop Mart International Group Ltd.,QUALITY_COMPOUNDER,QUALITY_COMPOUNDER,1,FORMAL_SLEEVE_ONLY,1.1851068973768208,0.9666666666666667,0.8737609228406169,0.0,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,160.8000030517578,HKD,2083588820.5479026,0.005000019073486239,0.02153106128659621,-0.17013547700919607,-0.3715465123275876,0.3821171420456353,-0.47442545539940695,,0.39797975499725025,0.4550229078342886,1.8471212323538366,3.087601780594489,0.05976368045780921,16.732570556894675,0.016945273310243345,1,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,24,B_WATCH_OR_TRIGGER,HKEX:02510,02510,TS LINES,T.S. Lines Ltd.,HIGH_DIVIDEND_VALUE,HIGH_DIVIDEND_VALUE,1,FORMAL_SLEEVE_ONLY,1.1820817179686993,0.9625,0.8783268718747972,0.0,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,8.430000305175781,HKD,11158312.921919178,0.08774197486139124,0.07375130271133412,0.11805655513205826,-0.006171978927845823,0.38416425735277066,-0.20379621523783664,,0.13374901538820647,0.2576039316200731,-0.0627872243180817,-0.12110639364346465,0.16508924669261688,6.057329717312969,0.09252668704188564,1,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,25,B_WATCH_OR_TRIGGER,HKEX:01113,01113,CK ASSET,CK Asset Holdings Ltd.,TREND_LIQUIDITY,TREND_LIQUIDITY|DEFENSIVE_STABILITY|RECOVERY_WATCH,3,FORMAL_SLEEVE_ONLY,1.1746667799615016,0.9222222222222223,0.8897782309571171,0.03,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,47.97999954223633,HKD,197299758.50573444,0.07289799267769226,0.02240364986086063,0.13893972407195876,0.422755777849243,0.22812378665206082,-0.14424641522351234,,0.021289583079815818,0.2171744196081816,0.2411283589046085,-0.22532751644575622,0.05835727442088037,17.135824281097637,0.037098791516933696,2,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,26,B_WATCH_OR_TRIGGER,HKEX:03698,03698,HUISHANG BANK,Huishang Bank Corporation Ltd.  - H Shares,QUALITY_COMPOUNDER,QUALITY_COMPOUNDER|HIGH_DIVIDEND_VALUE|TREND_LIQUIDITY,3,FORMAL_SLEEVE_ONLY,1.1725189393939395,0.9333333333333333,0.8367424242424242,0.03,ELIGIBLE_CORE,VALID,A,BANK,BANK,OFFICIAL_NAME_BANK,False,4.820000171661377,HKD,29405481.433659505,0.052478724531858534,0.031386967816453115,0.5690918063114967,0.4376036698578578,0.33459496076767203,-0.19101120595845889,0.09579680072796432,0.007104040105818307,,,0.07202411875862502,0.23651451439825574,4.228070326018752,0.059644811153794525,1,False,True,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
2026-07-21,27,B_WATCH_OR_TRIGGER,HKEX:00934,00934,SINOPEC KANTONS,Sinopec Kantons Holdings Ltd.,HIGH_DIVIDEND_VALUE,HIGH_DIVIDEND_VALUE|DEFENSIVE_STABILITY,2,FORMAL_SLEEVE_ONLY,1.1717557362417275,0.9375,0.8770229449669106,0.015,ELIGIBLE_CORE,VALID,A,GENERAL_NON_FINANCIAL,GENERAL_NON_FINANCIAL,DEFAULT_GENERAL_NON_FINANCIAL,False,3.7799999713897705,HKD,5697776.864014506,0.029972722836263843,-0.016585373296970296,-0.03586800600062279,-0.08480158665103632,0.20531250574770152,-0.18699183750009274,,0.060999286050518665,0.40969152962861183,-0.03700320413414648,-0.1481863260435191,0.09882851715013401,10.118536924730577,0.06613756663815104,2,False,False,False,False,False,False,FMDL-5F_PUBLIC_EQUITY_RESEARCH_ADAPTER,HK_FACTOR_AND_RESEARCH_PRIORITY_SCREEN_ONLY,NONE
