as_of_date,security_id,stock_code_5d,official_security_name_en,official_issuer_name_en,profile,investability_status,factor_record_quality,confidence_grade,sleeve_id,sleeve_route,sleeve_rank,sleeve_population,sleeve_rank_percentile,sleeve_score,component_count,component_weight,component_score_json,avg_turnover_hkd_20d,return_20d,return_60d,return_120d,dividend_yield_365d,earnings_yield,roe,wvr_flag,h_share_flag,a_share_class_exists,dual_counter_flag,biotech_chapter18a_flag,secondary_listing_flag,corporate_action_count_365d
2026-07-21,HKEX:01038,01038,CKI HOLDINGS,CK Infrastructure Holdings Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,30,90,0.6777777777777778,0.8178751271799729,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.5807453416149069, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9363354037267081, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.8291814946619217, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8333333333333334, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.7034700315457413, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8996865203761756, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.9702194357366771, ""weight"": 0.12}}",90769225.71848583,0.0567497704293598,-0.04541482050804946,0.05043989853175446,0.042473555209035785,0.04821092861217218,,False,False,False,False,False,False,2
2026-07-21,HKEX:00836,00836,CHINA RES POWER,China Resources Power Holdings Co. Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,31,90,0.6666666666666666,0.8166645859703536,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.8260869565217391, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9145962732919255, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.604982206405694, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8770226537216829, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.8343848580441641, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8996865203761756, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.7398119122257053, ""weight"": 0.12}}",322711588.2250883,0.0444567181019222,0.011835303669722963,0.09727920491587017,0.059222278472689883,0.13289626425367193,,False,False,False,False,False,False,2
2026-07-21,HKEX:03998,03998,BOSIDENG,Bosideng International Holdings Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,32,90,0.6555555555555556,0.8122089755623061,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.6987577639751553, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9627329192546584, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.5818505338078291, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8640776699029126, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9716088328075709, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8996865203761756, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.6144200626959248, ""weight"": 0.12}}",159798591.65361053,0.2831169297631233,0.15690868367370991,0.08810574861859011,0.05728744872914695,0.02095141676136646,,False,False,False,False,False,False,2
2026-07-21,HKEX:01919,01919,COSCO SHIP HOLD,"COSCO SHIPPING Holdings Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,33,90,0.6444444444444445,0.8093516311189376,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.7624223602484472, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9565217391304348, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.7099644128113879, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9223300970873787, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9227129337539433, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.5885579937304075, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.6818181818181818, ""weight"": 0.12}}",216313669.0075973,0.10922505693013296,0.07482487827819573,0.15892073376585225,0.07439015434892311,0.025282768246921324,,False,True,True,False,False,False,2
2026-07-21,HKEX:01070,01070,TCL ELECTRONICS,TCL Electronics Holdings Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,34,90,0.6333333333333333,0.8091796243932777,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.6785714285714286, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9642857142857143, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.8807829181494662, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9741100323624595, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9400630914826499, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.6833855799373041, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.3573667711598746, ""weight"": 0.12}}",148690548.5689589,0.17416834620177735,0.09706376803289962,0.41137403492933555,0.033671399681167134,0.0631521165929048,,False,False,False,False,False,False,1
2026-07-21,HKEX:03698,03698,HUISHANG BANK,Huishang Bank Corporation Ltd.  - H Shares,BANK,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,35,90,0.6222222222222222,0.8078793620220174,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.3167701863354037, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9658385093167702, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.9074733096085409, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9838187702265372, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.8738170347003155, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.768025078369906, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.6755485893416928, ""weight"": 0.12}}",29405481.433659505,0.052478724531858534,0.031386967816453115,0.5690918063114967,0.059644811153794525,0.23651451439825574,0.09579680072796432,False,True,False,False,False,False,1
2026-07-21,HKEX:02314,02314,LEE & MAN PAPER,Lee & Man Paper Manufacturing Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,36,90,0.6111111111111112,0.8077980407121373,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.21894409937888198, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9611801242236024, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.9039145907473309, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9514563106796117, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9684542586750788, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.9474921630094044, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.5094043887147336, ""weight"": 0.12}}",20040299.829960693,0.23151127102788682,0.14496907179167495,0.2308417960399589,0.04151436114028574,0.10659411178393874,,False,False,False,False,False,False,2
2026-07-21,HKEX:03968,03968,CM BANK,"China Merchants Bank Co., Ltd.  - H Shares",BANK,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,37,90,0.6,0.8073350102115858,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.9099378881987578, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9440993788819876, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.5480427046263345, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8365695792880259, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.7570977917981072, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.768025078369906, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.9184952978056427, ""weight"": 0.12}}",668775384.7748064,0.059330786597749485,-0.028495849409563845,0.056163195431657265,0.04715371493586194,0.03092569511337125,0.02932933514646459,False,True,True,False,False,False,2
2026-07-21,HKEX:00177,00177,JIANGSU EXPRESS,Jiangsu Expressway Co. Ltd.  - H Shares,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,38,90,0.5888888888888889,0.8050811597144202,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.39596273291925466, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9503105590062112, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.6779359430604982, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8948220064724919, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.8201892744479495, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.9474921630094044, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.8934169278996865, ""weight"": 0.12}}",37764865.13977633,0.017154397468365223,0.004997104237283834,0.11924949107916638,0.05555555597604688,0.026894841473404124,,False,True,False,False,False,False,1
2026-07-21,HKEX:00995,00995,ANHUIEXPRESSWAY,Anhui Expressway Co. Ltd.  - H Shares,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,39,90,0.5777777777777777,0.8049107593147652,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.2080745341614907, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9798136645962733, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.896797153024911, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9676375404530745, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.889589905362776, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.9945141065830722, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.5297805642633229, ""weight"": 0.12}}",19316616.51043091,0.036441321363860135,0.04277256971401178,0.3171441476175325,0.04655828438780074,0.019263804582645185,,False,True,False,False,False,False,1
2026-07-21,HKEX:01997,01997,WHARF REIC,Wharf Real Estate Investment Co. Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,40,90,0.5666666666666667,0.8037334830296812,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.6304347826086957, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.8866459627329193, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.6370106761565836, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8009708737864077, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.88801261829653, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.9474921630094044, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.8087774294670846, ""weight"": 0.12}}",107866933.34629545,0.1735460044981938,0.03559605197777693,0.015405065210644997,0.05275779279973618,,,False,False,False,False,False,False,2
2026-07-21,HKEX:01288,01288,ABC,Agricultural Bank of China Ltd.  - H Shares,BANK,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,41,90,0.5555555555555556,0.7991633645905396,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.860248447204969, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9394409937888198, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.7259786476868327, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8559870550161812, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.7066246056782335, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.6833855799373041, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.829153605015674, ""weight"": 0.12}}",453990764.3763027,0.010544805303367655,-0.04455701012687052,0.08166662764687604,0.048915130434782614,0.034782608695652174,0.02276124113474104,False,True,True,False,False,False,2
2026-07-21,HKEX:09999,09999,NTES,"NetEase, Inc.",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,42,90,0.5444444444444444,0.7987749029748159,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.9751552795031055, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.8090062111801242, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.5640569395017794, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.7265372168284789, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9763406940063092, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8996865203761756, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.6253918495297806, ""weight"": 0.12}}",2412430831.4533377,0.09148269944509191,0.16978274291805606,-0.03695968810721906,0.022810599522038292,0.016088631511574115,,False,False,False,False,False,False,4
2026-07-21,HKEX:00003,00003,HK & CHINA GAS,"Hong Kong and China Gas Co. Ltd., The",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,43,90,0.5333333333333333,0.7975576301766714,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.7220496894409938, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9301242236024845, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.6957295373665481, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.7750809061488673, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.7917981072555205, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.6833855799373041, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.9937304075235109, ""weight"": 0.12}}",180004614.53774837,0.038806005415446876,-0.01091296106320272,-0.0012968067135354922,0.05028735604621977,0.0395807612773152,,False,False,False,False,False,False,2
2026-07-21,HKEX:00522,00522,ASMPT,ASMPT Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,44,90,0.5222222222222223,0.7928721577277377,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.9301242236024845, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.5745341614906833, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.9928825622775801, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9870550161812298, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9542586750788643, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8362068965517241, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.10031347962382445, ""weight"": 0.12}}",959549831.5594581,-0.18804243562063616,0.11369646618655205,0.7367275721224074,0.008254157068761144,0.01163888046934732,,False,False,False,False,False,False,2
2026-07-21,HKEX:06990,06990,SKB BIO,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,45,90,0.5111111111111111,0.7921380846367128,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.9192546583850931, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.8385093167701864, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.7846975088967971, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8964401294498382, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.8249211356466877, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.9474921630094044, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.25862068965517243, ""weight"": 0.12}}",758624496.3139023,0.2660550344555439,0.0072992203909887365,0.1229656298530899,0.0,,,False,True,True,False,False,False,0
2026-07-21,HKEX:03750,03750,CATL,"Contemporary Amperex Technology Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,46,90,0.5,0.7900868711041867,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.967391304347826, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.7484472049689441, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.9644128113879004, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9692556634304207, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.5694006309148265, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8996865203761756, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.4106583072100313, ""weight"": 0.12}}",1933386062.225,-0.14622641509433965,-0.09370529327610877,0.33754936106870304,0.014186266771902132,0.007229676400947119,,False,True,True,False,False,False,2
2026-07-21,HKEX:02607,02607,SH PHARMA,"Shanghai Pharmaceuticals Holding Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,47,90,0.4888888888888889,0.7889963746060048,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.327639751552795, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9813664596273292, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.6281138790035588, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8300970873786407, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9006309148264984, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8362068965517241, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.9373040752351097, ""weight"": 0.12}}",30567578.55869875,0.046640394451797906,0.050188330070317644,0.04048889516702103,0.04485547101272323,0.03174603103783585,,False,True,True,False,False,False,2
2026-07-21,HKEX:02057,02057,ZTO EXPRESS-W,ZTO Express (Cayman) Inc. - W,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,48,90,0.4777777777777778,0.7879373981783336,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.7763975155279503, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9254658385093167, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.8327402135231317, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.86084142394822, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.6403785488958991, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.5885579937304075, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.8981191222570533, ""weight"": 0.12}}",248885997.32000962,0.08922359995310969,-0.06374503414951893,0.08701257979824817,0.028775202127659574,0.01452127659574468,,True,False,False,False,False,False,2
2026-07-21,HKEX:06099,06099,CMSC,"China Merchants Securities Co., Ltd.  - H Shares",SECURITIES_AND_BROKERAGE,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,49,90,0.4666666666666667,0.7875514437092199,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.6863354037267081, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.7872670807453416, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.7935943060498221, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8268608414239482, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9621451104100947, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8362068965517241, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.512539184952978, ""weight"": 0.12}}",153790898.29011506,-0.11625381392308842,0.12224810313745693,0.03749305858865748,0.043239626381798485,0.024096386218958904,0.02313612570764849,False,True,True,False,False,False,2
2026-07-21,HKEX:00006,00006,POWER ASSETS,Power Assets Holdings Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,50,90,0.45555555555555555,0.7853434336649756,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.7065217391304348, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9130434782608695, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.8220640569395018, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8398058252427184, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.6593059936908517, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.5885579937304075, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.9764890282131662, ""weight"": 0.12}}",167719701.31223163,0.030035349978264403,-0.057862186701162166,0.0599050807981103,0.04837049806009883,0.045393389959389505,,False,False,False,False,False,False,2
2026-07-21,HKEX:02356,02356,DAHSING BANKING,Dah Sing Banking Group Ltd.,BANK,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,51,90,0.4444444444444444,0.7851981493182192,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.10559006211180125, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9425465838509317, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.8985765124555161, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.9498381877022654, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.8943217665615142, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.6833855799373041, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.8401253918495298, ""weight"": 0.12}}",9747746.355335236,0.019417534907683054,0.04436227860952768,0.22969989571982175,0.06349206156981752,0.12616405967239927,0.06966432413564798,False,False,False,False,False,False,2
2026-07-21,HKEX:06821,06821,ASYMCHEM,"Asymchem Laboratories (Tianjin) Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,52,90,0.43333333333333335,0.785127643302204,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.672360248447205, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.922360248447205, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.7313167259786477, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.982200647249191, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9905362776025236, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8362068965517241, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.14576802507836992, ""weight"": 0.12}}",140673107.68959427,0.2753821365558955,0.3329182229842964,0.47731763270244065,0.012217083181031131,0.006862745012485965,,False,True,True,False,False,False,1
2026-07-21,HKEX:00008,00008,PCCW,PCCW Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,53,90,0.4222222222222222,0.7832868433324688,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.38198757763975155, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.9518633540372671, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.7046263345195729, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8867313915857605, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.7807570977917981, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.768025078369906, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.9435736677115988, ""weight"": 0.12}}",36641497.24541464,0.039999961853027344,-0.015147927614408085,0.10659572326723765,0.06687063182342953,,,False,False,False,False,False,False,2
2026-07-21,HKEX:00981,00981,SMIC,Semiconductor Manufacturing International Corporation,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,54,90,0.4111111111111111,0.7817641587650805,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.9937888198757764, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.7546583850931677, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.9519572953736655, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.7718446601941747, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9826498422712934, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.768025078369906, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.13009404388714735, ""weight"": 0.12}}",11780120694.932169,-0.05830162718833798,0.25295116370461534,-0.002684522795197153,0.0,,,False,False,False,False,False,False,0
2026-07-21,HKEX:06886,06886,HTSC,"Huatai Securities Co., Ltd.  - H Shares",SECURITIES_AND_BROKERAGE,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,55,90,0.4,0.7810082380984567,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.6894409937888198, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.7453416149068323, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.7348754448398577, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.6747572815533981, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9132492113564669, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8996865203761756, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.8103448275862069, ""weight"": 0.12}}",154801590.57135066,-0.018292796224381735,0.06587069962611292,-0.061182951052708434,0.03687158823081419,0.030124039622378775,0.022700240912992463,False,True,True,False,False,False,2
2026-07-21,HKEX:02328,02328,PICC P&C,PICC Property and Casualty Co. Ltd.  - H Shares,INSURANCE,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,56,90,0.3888888888888889,0.7803022950556664,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.8664596273291926, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.717391304347826, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.6441281138790036, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.6957928802588996, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.917981072555205, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8996865203761756, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.7272727272727273, ""weight"": 0.12}}",468111343.8564312,-0.005132531073974711,0.07144933582110724,-0.0501855108819681,0.052067770898122284,,0.029397739735825663,False,True,False,False,False,False,2
2026-07-21,HKEX:02689,02689,ND PAPER,Nine Dragons Paper (Holdings) Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,TREND_LIQUIDITY,CORE,57,90,0.37777777777777777,0.7789117882134731,7,1.0,"{""avg_turnover_hkd_20d"": {""percentile"": 0.6273291925465838, ""weight"": 0.12}, ""distance_52w_high"": {""percentile"": 0.7127329192546584, ""weight"": 0.14}, ""momentum_250_20d"": {""percentile"": 0.9590747330960854, ""weight"": 0.14}, ""return_120d"": {""percentile"": 0.8915857605177994, ""weight"": 0.18}, ""return_60d"": {""percentile"": 0.9747634069400631, ""weight"": 0.18}, ""trend_consistency_60d"": {""percentile"": 0.8362068965517241, ""weight"": 0.12}, ""volatility_60d"": {""percentile"": 0.2774294670846395, ""weight"": 0.12}}",107306794.40337034,0.1472754058347734,0.16616768892799083,0.11764708699350335,0.0,0.05391527625888377,,False,False,False,False,False,False,0
