as_of_date,security_id,stock_code_5d,official_security_name_en,official_issuer_name_en,profile,investability_status,factor_record_quality,confidence_grade,sleeve_id,sleeve_route,sleeve_rank,sleeve_population,sleeve_rank_percentile,sleeve_score,component_count,component_weight,component_score_json,avg_turnover_hkd_20d,return_20d,return_60d,return_120d,dividend_yield_365d,earnings_yield,roe,wvr_flag,h_share_flag,a_share_class_exists,dual_counter_flag,biotech_chapter18a_flag,secondary_listing_flag,corporate_action_count_365d
2026-07-21,HKEX:01530,01530,3SBIO,3SBio Inc.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,1,90,1.0,0.946600936259716,6,0.8,"{""earnings_yield"": {""percentile"": 0.9866666666666667, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9671532846715328, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9591280653950953, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9835766423357665, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9701492537313433, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9905838041431262, ""weight"": 0.1}}",768535626.2275246,0.048192850796543896,-0.3116153664634851,-0.3253830420797763,0.015042117170646985,0.21119132507588365,,False,False,False,False,False,False,1
2026-07-21,HKEX:03918,03918,NAGACORP,NagaCorp Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,2,90,0.9888888888888889,0.8829245187055751,6,0.8,"{""earnings_yield"": {""percentile"": 0.9488888888888889, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9306569343065694, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9264305177111717, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9397810218978102, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.8038379530916845, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9227871939736346, ""weight"": 0.1}}",11296263.292003715,-0.0011532762490261694,-0.10054105222026899,-0.18378665310086684,0.04611898054376051,0.13958042039473878,,False,False,False,False,False,False,2
2026-07-21,HKEX:00966,00966,CHINA TAIPING,China Taiping Insurance Holdings Co. Ltd.,INSURANCE,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,3,90,0.9777777777777777,0.8747222222222221,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 1.0, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 1.0, ""weight"": 0.15}, ""roa"": {""percentile"": 0.75, ""weight"": 0.1}, ""roe"": {""percentile"": 0.9166666666666666, ""weight"": 0.2}}",175974585.4293359,0.08089324432973055,0.019099888265021514,-0.05626210388283248,0.058404559885631535,0.31098045517955747,0.1642016815197801,False,False,False,False,False,False,1
2026-07-21,HKEX:09992,09992,POP MART,Pop Mart International Group Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,4,90,0.9666666666666667,0.8737609228406169,6,0.8,"{""earnings_yield"": {""percentile"": 0.6422222222222222, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.8868613138686131, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9618528610354223, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9507299270072993, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9914712153518124, ""weight"": 0.15}, ""roa"": {""percentile"": 1.0, ""weight"": 0.1}}",2083588820.5479026,0.005000019073486239,0.02153106128659621,-0.17013547700919607,0.016945273310243345,0.05976368045780921,,False,False,False,False,False,False,1
2026-07-21,HKEX:09636,09636,JF SMARTINVEST,JF SmartInvest Holdings Ltd,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,5,90,0.9555555555555556,0.8517555659826027,6,0.8,"{""earnings_yield"": {""percentile"": 0.6755555555555556, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9397810218978102, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9482288828337875, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.8613138686131386, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9275053304904051, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9661016949152542, ""weight"": 0.1}}",92918378.63473873,0.15071432931082596,0.05817959428564379,-0.44781285307327134,0.02700186117438683,0.06362507518102643,,False,False,False,False,False,False,2
2026-07-21,HKEX:02378,02378,PRU,Prudential plc,INSURANCE,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,6,90,0.9444444444444444,0.8414898989898988,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 0.8181818181818182, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 0.8181818181818182, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9166666666666666, ""weight"": 0.1}, ""roe"": {""percentile"": 1.0, ""weight"": 0.2}}",10582184.346648026,0.05086375438562074,-0.07594936708860756,-0.1059652610269276,0.018997589041095893,0.0989809095890411,0.18623595505617976,False,False,False,False,False,False,2
2026-07-21,HKEX:03698,03698,HUISHANG BANK,Huishang Bank Corporation Ltd.  - H Shares,BANK,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,7,90,0.9333333333333333,0.8367424242424242,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 1.0, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 0.7727272727272727, ""weight"": 0.15}, ""roa"": {""percentile"": 0.8636363636363636, ""weight"": 0.1}, ""roe"": {""percentile"": 0.9090909090909091, ""weight"": 0.2}}",29405481.433659505,0.052478724531858534,0.031386967816453115,0.5690918063114967,0.059644811153794525,0.23651451439825574,0.09579680072796432,False,True,False,False,False,False,1
2026-07-21,HKEX:06181,06181,LAOPU GOLD,"Laopu Gold Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,8,90,0.9222222222222223,0.8300446660381777,6,0.8,"{""earnings_yield"": {""percentile"": 0.7666666666666667, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.5985401459854015, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9455040871934605, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.7956204379562044, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.997867803837953, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9887005649717514, ""weight"": 0.1}}",450348143.9985153,-0.17387299380959198,-0.3887441307519981,-0.4709778346969392,0.06728841642151503,0.07892538707281552,,False,True,False,False,False,False,2
2026-07-21,HKEX:06066,06066,CSC,"CSC Financial Co., Ltd.  - H Shares",SECURITIES_AND_BROKERAGE,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,9,90,0.9111111111111111,0.8293864468864467,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 0.7857142857142857, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 1.0, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9230769230769231, ""weight"": 0.1}, ""roe"": {""percentile"": 0.8461538461538461, ""weight"": 0.2}}",156615242.28234917,-0.07238342362410122,0.08151857222408476,-0.04795292939292839,0.032566071177115456,0.037510657900342415,0.028905840593764234,False,True,True,False,False,False,2
2026-07-21,HKEX:03939,03939,WANGUO GOLD GP,Wanguo Gold Group Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,10,90,0.9,0.8265534263783691,6,0.8,"{""earnings_yield"": {""percentile"": 0.44, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.8996350364963503, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9073569482288828, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9890510948905109, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9530916844349681, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9830508474576272, ""weight"": 0.1}}",255957689.74262056,0.07562077903569753,-0.2450112629586355,-0.2815792829947824,0.01707765000631947,0.03257082987380377,,False,False,False,False,False,False,3
2026-07-21,HKEX:00440,00440,DAH SING,Dah Sing Financial Holdings Ltd.,BANK,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,11,90,0.8888888888888888,0.8224999999999999,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 0.9545454545454546, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 0.9090909090909091, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9090909090909091, ""weight"": 0.1}, ""roe"": {""percentile"": 0.7727272727272727, ""weight"": 0.2}}",9465119.45136242,0.09984481700948455,0.06486717681053533,0.1889963708310478,0.06067732766284393,0.13701243972908472,0.04424750358029646,False,False,False,False,False,False,2
2026-07-21,HKEX:02356,02356,DAHSING BANKING,Dah Sing Banking Group Ltd.,BANK,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,12,90,0.8777777777777778,0.8189393939393937,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 0.8636363636363636, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 0.8636363636363636, ""weight"": 0.15}, ""roa"": {""percentile"": 1.0, ""weight"": 0.1}, ""roe"": {""percentile"": 0.8181818181818182, ""weight"": 0.2}}",9747746.355335236,0.019417534907683054,0.04436227860952768,0.22969989571982175,0.06349206156981752,0.12616405967239927,0.06966432413564798,False,False,False,False,False,False,2
2026-07-21,HKEX:02400,02400,XD INC,XD Inc.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,13,90,0.8666666666666667,0.8074050658153341,6,0.8,"{""earnings_yield"": {""percentile"": 0.7333333333333333, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.8978102189781022, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.8692098092643051, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.8448905109489051, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.7292110874200426, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9962335216572504, ""weight"": 0.1}}",175998365.67842752,-0.04759826073123086,-0.31198741510944994,-0.4547500133514404,0.0,0.07313159280405705,,False,False,False,False,False,False,0
2026-07-21,HKEX:02145,02145,CHICMAX,"Shanghai Chicmax Cosmetic Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,14,90,0.8555555555555555,0.8010506812360144,6,0.8,"{""earnings_yield"": {""percentile"": 0.84, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9087591240875912, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.782016348773842, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.6423357664233577, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.8763326226012793, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9868173258003766, ""weight"": 0.1}}",53458771.18626795,-0.05173582688337208,-0.39876876271939765,-0.626603746574502,0.05039260478258417,0.09942569775001328,,False,True,False,False,False,False,2
2026-07-21,HKEX:09696,09696,TIANQI LITHIUM,Tianqi Lithium Corporation  - H Shares,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,15,90,0.8444444444444444,0.7936818823004879,6,0.8,"{""earnings_yield"": {""percentile"": 0.47555555555555556, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.8193430656934306, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.997275204359673, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9908759124087592, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9722814498933902, ""weight"": 0.15}, ""roa"": {""percentile"": 0.5725047080979284, ""weight"": 0.1}}",240816771.87732774,-0.2908846970208969,-0.46203390218443785,-0.41654413821994174,0.0,0.03528670472830768,,False,True,True,False,False,False,0
2026-07-21,HKEX:00917,00917,QUNABOX GROUP,Qunabox Group Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,16,90,0.8333333333333334,0.7922382400994341,5,0.65,"{""earnings_yield"": {""percentile"": 0.9355555555555556, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.7864963503649635, ""weight"": 0.1}, ""operating_margin"": {""percentile"": 0.7463503649635036, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.8081023454157783, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9133709981167608, ""weight"": 0.1}}",61754915.818847515,-0.1562499937911831,-0.47674414593041037,-0.7403846095064455,0.0,0.1333333270539966,,False,False,False,False,False,False,0
2026-07-21,HKEX:01681,01681,CONSUN PHARMA,Consun Pharmaceutical Group Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,17,90,0.8222222222222222,0.7919379319292918,6,0.8,"{""earnings_yield"": {""percentile"": 0.8244444444444444, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9124087591240876, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.6539509536784741, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.8959854014598541, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.7313432835820896, ""weight"": 0.15}, ""roa"": {""percentile"": 0.96045197740113, ""weight"": 0.1}}",20602666.948937465,0.055555559701244706,-0.12347263047503898,-0.18904566189888417,0.05411415955416962,0.09414381182711701,,False,False,False,False,False,False,2
2026-07-21,HKEX:01318,01318,MAO GEPING,"Mao Geping Cosmetics Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,18,90,0.8111111111111111,0.7901003142738271,6,0.8,"{""earnings_yield"": {""percentile"": 0.5644444444444444, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9434306569343066, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.7629427792915532, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.8740875912408759, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.8571428571428571, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9849340866290018, ""weight"": 0.1}}",122606721.44974728,-0.02018345824075396,-0.28865239562998457,-0.39899993104926956,0.021365916992475618,0.046067414413983224,,False,True,False,False,False,False,1
2026-07-21,HKEX:02099,02099,CHINAGOLDINTL,China Gold International Resources Corp. Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,19,90,0.8,0.7847880042065004,6,0.8,"{""earnings_yield"": {""percentile"": 0.37555555555555553, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.8302919708029197, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9209809264305178, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9817518248175182, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9445628997867804, ""weight"": 0.15}, ""roa"": {""percentile"": 0.807909604519774, ""weight"": 0.1}}",367961061.3595489,0.05233775185120626,-0.13596514005335547,-0.2245841139541339,0.024435636110267615,0.027081099451956518,,False,False,False,False,False,False,1
2026-07-21,HKEX:01208,01208,MMG,MMG Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,20,90,0.7888888888888889,0.7838304474856318,6,0.8,"{""earnings_yield"": {""percentile"": 0.5066666666666667, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9890510948905109, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9373297002724795, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.8795620437956204, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.8848614072494669, ""weight"": 0.15}, ""roa"": {""percentile"": 0.6629001883239172, ""weight"": 0.1}}",324267161.9397251,-0.08101578186759639,-0.1629955981838176,-0.18279572593943838,0.0,0.038843368908472675,,False,False,False,False,False,False,0
2026-07-21,HKEX:01364,01364,GUMING,Guming Holdings Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,21,90,0.7777777777777778,0.7835075934020888,6,0.8,"{""earnings_yield"": {""percentile"": 0.6888888888888889, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.5072992700729927, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.8910081743869209, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.8175182481751825, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9232409381663113, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9736346516007532, ""weight"": 0.1}}",117022860.25045004,0.010763175518901047,-0.20599540799593963,-0.2720225349416804,0.045014521145627824,0.06485963261843149,,False,False,False,False,False,False,1
2026-07-21,HKEX:09911,09911,NEWBORNTOWN,Newborn Town Inc.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,22,90,0.7666666666666667,0.7748171390294454,6,0.8,"{""earnings_yield"": {""percentile"": 0.7711111111111111, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.7737226277372263, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.8746594005449592, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.5638686131386861, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.8805970149253731, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9811676082862524, ""weight"": 0.1}}",86313300.7089582,0.07048986387751688,-0.1507109122125181,-0.3181126480944042,0.0,0.08258928536266393,,False,False,False,False,False,False,0
2026-07-21,HKEX:02799,02799,CITIC FAMC,"China CITIC Financial Asset Management Co., Ltd.  - H Shares",SECURITIES_AND_BROKERAGE,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,23,90,0.7555555555555555,0.772142857142857,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 1.0, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 0.2857142857142857, ""weight"": 0.15}, ""roa"": {""percentile"": 1.0, ""weight"": 0.1}, ""roe"": {""percentile"": 1.0, ""weight"": 0.2}}",39163633.95779642,-0.1492537632103239,-0.21917811239116847,-0.32941179193014836,0.0,0.2228070203397193,0.20858536841987618,False,True,True,False,False,False,0
2026-07-21,HKEX:02157,02157,LEPU BIO,"Lepu Biopharma Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,24,90,0.7444444444444445,0.7686240163754322,5,0.65,"{""earnings_yield"": {""percentile"": 0.4533333333333333, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9598540145985401, ""weight"": 0.1}, ""operating_margin"": {""percentile"": 0.8576642335766423, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.9893390191897654, ""weight"": 0.15}, ""roa"": {""percentile"": 0.8625235404896422, ""weight"": 0.1}}",46742604.285398245,0.21621620054224122,-0.25249169198378907,-0.14772730659354683,0.0,0.03333333333333333,,False,True,False,False,False,False,0
2026-07-21,HKEX:02888,02888,STANCHART,Standard Chartered PLC,BANK,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,25,90,0.7333333333333333,0.7655303030303029,4,0.6000000000000001,"{""earnings_yield"": {""percentile"": 0.5909090909090909, ""weight"": 0.15}, ""net_income_yoy"": {""percentile"": 1.0, ""weight"": 0.15}, ""roa"": {""percentile"": 0.7727272727272727, ""weight"": 0.1}, ""roe"": {""percentile"": 0.8636363636363636, ""weight"": 0.2}}",192558542.0765747,0.04245283018867929,0.15104166666666674,0.1461130636632586,0.021746799095022622,0.06214604162895928,0.09315575422269447,False,False,False,False,False,False,2
2026-07-21,HKEX:00013,00013,HUTCHMED,HUTCHMED (China) Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,26,90,0.7222222222222222,0.7650442521782864,6,0.8,"{""earnings_yield"": {""percentile"": 0.9888888888888889, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.6843065693430657, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9918256130790191, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 1.0, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.10660980810234541, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9943502824858758, ""weight"": 0.1}}",67656958.44221058,0.10851730422450645,-0.22735268814119813,-0.2857723812045526,0.0,0.21202413572593234,,False,False,False,False,False,False,0
2026-07-21,HKEX:09985,09985,WL DELICIOUS,WEILONG Delicious Global Holdings Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,27,90,0.7111111111111111,0.758268865602024,6,0.8,"{""earnings_yield"": {""percentile"": 0.7644444444444445, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.7043795620437956, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.7547683923705722, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.8211678832116789, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.7377398720682303, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9322033898305084, ""weight"": 0.1}}",30715393.182396006,0.026990592472433628,-0.1509527605519848,-0.3862792007480018,0.05170827767361368,0.07884362542355326,,False,False,False,False,False,False,2
2026-07-21,HKEX:00667,00667,CHINA EAST EDU,China East Education Holdings Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,28,90,0.7,0.7507008579416041,6,0.8,"{""earnings_yield"": {""percentile"": 0.7733333333333333, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.7682481751824818, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.8065395095367848, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.7901459854014599, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.6929637526652452, ""weight"": 0.15}, ""roa"": {""percentile"": 0.8286252354048964, ""weight"": 0.1}}",22843187.236697793,0.040200966493803225,-0.14865605718791253,-0.2930439709225122,0.0724637704528882,0.082971017168557,,False,False,False,False,False,False,1
2026-07-21,HKEX:03692,03692,HANSOH PHARMA,Hansoh Pharmaceutical Group Co. Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,29,90,0.6888888888888889,0.7486683297452943,6,0.8,"{""earnings_yield"": {""percentile"": 0.4, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.958029197080292, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.7111716621253406, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9379562043795621, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.7995735607675906, ""weight"": 0.15}, ""roa"": {""percentile"": 0.943502824858757, ""weight"": 0.1}}",463980311.56247157,0.09144196678060967,-0.18513740422585012,-0.1984892340100386,0.01345386456874184,0.028990023282970137,,False,False,False,False,False,False,2
2026-07-21,HKEX:02096,02096,SIMCERE PHARMA,Simcere Pharmaceutical Group Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,30,90,0.6777777777777778,0.7472437203232218,6,0.8,"{""earnings_yield"": {""percentile"": 0.5355555555555556, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9343065693430657, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.8637602179836512, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.7372262773722628, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.7590618336886994, ""weight"": 0.15}, ""roa"": {""percentile"": 0.8851224105461394, ""weight"": 0.1}}",100898611.78766236,0.40864861978066935,0.04286702189777669,0.12580230113499424,0.01587874169148745,0.04144282510103056,,False,False,False,False,False,False,1
2026-07-21,HKEX:02097,02097,MIXUE GROUP,MIXUE Group  - H Shares,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,31,90,0.6666666666666666,0.7471819705690778,6,0.8,"{""earnings_yield"": {""percentile"": 0.74, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.4781021897810219, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.7438692098092643, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.7755474452554745, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.8784648187633263, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9774011299435028, ""weight"": 0.1}}",124478884.82411957,-0.15072932126520588,-0.31143229202956835,-0.5281404764891677,0.0,0.07466602836008936,,False,True,False,False,False,False,0
2026-07-21,HKEX:09633,09633,NONGFU SPRING,"Nongfu Spring Co., Ltd.  - H Shares",GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,32,90,0.6555555555555556,0.7441541490147318,6,0.8,"{""earnings_yield"": {""percentile"": 0.44666666666666666, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.8065693430656934, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.7356948228882834, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.9124087591240876, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.7974413646055437, ""weight"": 0.15}, ""roa"": {""percentile"": 0.992467043314501, ""weight"": 0.1}}",314633831.3495382,0.01629914394245846,-0.09564547375478316,-0.12226553591294953,0.026650942437120025,0.03327830068918262,,False,True,False,False,False,False,1
2026-07-21,HKEX:00027,00027,GALAXY ENT,Galaxy Entertainment Group Ltd.,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,33,90,0.6444444444444445,0.7419431890010588,6,0.8,"{""earnings_yield"": {""percentile"": 0.72, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.9762773722627737, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.662125340599455, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.7718978102189781, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.6631130063965884, ""weight"": 0.15}, ""roa"": {""percentile"": 0.9171374764595104, ""weight"": 0.1}}",474811348.2084587,0.06170356040973579,-0.050906726863541585,-0.19695716677992214,0.04737839568001799,0.06961013299499884,,False,False,False,False,False,False,2
2026-07-21,HKEX:01896,01896,MAOYAN ENT,Maoyan Entertainment,GENERAL_NON_FINANCIAL,ELIGIBLE_CORE,VALID,A,QUALITY_COMPOUNDER,CORE,34,90,0.6333333333333333,0.74094535377369,6,0.8,"{""earnings_yield"": {""percentile"": 0.8355555555555556, ""weight"": 0.15}, ""gross_margin"": {""percentile"": 0.6715328467153284, ""weight"": 0.1}, ""net_income_yoy"": {""percentile"": 0.9400544959128065, ""weight"": 0.15}, ""operating_margin"": {""percentile"": 0.6551094890510949, ""weight"": 0.15}, ""revenue_yoy"": {""percentile"": 0.7121535181236673, ""weight"": 0.15}, ""roa"": {""percentile"": 0.7250470809792844, ""weight"": 0.1}}",66461748.38102899,0.08686253563905755,-0.10040097837168971,-0.2551571481906669,0.04330708726458042,0.09645669436202003,,False,False,False,False,False,False,1
