previous_date,current_date,symbol,name,previous_rank,current_rank,rank_change,previous_priority,current_priority,previous_primary_sleeve,current_primary_sleeve
2026-07-13,2026-07-14,603928.SH,兴业股份,11,18,-7,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-13,2026-07-14,603991.SH,领先股份,80,53,27,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-13,2026-07-14,688103.SH,国力电子,100,90,10,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-13,2026-07-14,688120.SH,华海清科,19,35,-16,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-13,2026-07-14,688200.SH,华峰测控,12,14,-2,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,LIQUID_BREAKOUT
2026-07-13,2026-07-14,688266.SH,泽璟制药,91,79,12,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-13,2026-07-14,688361.SH,中科飞测,36,43,-7,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-13,2026-07-14,688498.SH,源杰科技,34,2,32,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-13,2026-07-14,688630.SH,芯碁微装,44,41,3,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-13,2026-07-14,688728.SH,格科微,70,76,-6,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-13,2026-07-14,920015.BJ,锦华新材,25,15,10,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-13,2026-07-14,920020.BJ,泰凯英,21,13,8,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-13,2026-07-14,920367.BJ,新赣江,55,94,-39,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-13,2026-07-14,920510.BJ,丰光精密,10,11,-1,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-13,2026-07-14,920808.BJ,曙光数创,20,44,-24,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,000001.SZ,平安银行,80,80,0,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,000088.SZ,盐 田 港,31,57,-26,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,000333.SZ,美的集团,49,32,17,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,000538.SZ,云南白药,19,17,2,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,000598.SZ,兴蓉环境,27,46,-19,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,000668.SZ,荣丰控股,51,35,16,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,000759.SZ,中百集团,65,64,1,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,000779.SZ,甘咨询,40,41,-1,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,000938.SZ,紫光股份,21,19,2,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,001227.SZ,兰州银行,52,55,-3,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,002141.SZ,贤丰控股,60,54,6,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,002142.SZ,宁波银行,34,39,-5,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,002185.SZ,华天科技,3,8,-5,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,002371.SZ,北方华创,26,27,-1,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,002422.SZ,科伦药业,82,29,53,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,002507.SZ,涪陵榨菜,23,28,-5,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,002674.SZ,兴业科技,50,48,2,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,002718.SZ,友邦吊顶,12,20,-8,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,002768.SZ,国恩股份,16,5,11,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,002841.SZ,视源股份,68,82,-14,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,002936.SZ,郑州银行,7,7,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,002937.SZ,兴瑞科技,29,16,13,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,300308.SZ,中际旭创,17,6,11,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,300558.SZ,贝达药业,8,3,5,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,300649.SZ,杭州园林,85,56,29,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,300759.SZ,康龙化成,47,18,29,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,300938.SZ,信测标准,58,47,11,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,300990.SZ,同飞股份,96,92,4,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,301228.SZ,实朴检测,92,100,-8,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,301269.SZ,华大九天,30,26,4,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,301365.SZ,矩阵股份,78,50,28,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,301369.SZ,联动科技,5,24,-19,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,301379.SZ,天山电子,75,60,15,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,301393.SZ,昊帆生物,98,79,19,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,301536.SZ,星宸科技,70,74,-4,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,301568.SZ,思泰克,62,38,24,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,600016.SH,民生银行,71,72,-1,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,600018.SH,上港集团,42,21,21,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,600177.SH,雅戈尔,84,84,0,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,600584.SH,长电科技,6,10,-4,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,600641.SH,先导基电,61,77,-16,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,600900.SH,XD长江电,1,1,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,600919.SH,江苏银行,46,33,13,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,600941.SH,中国移动,91,95,-4,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601006.SH,大秦铁路,67,76,-9,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601128.SH,常熟银行,56,69,-13,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601211.SH,国泰海通,69,59,10,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,601229.SH,上海银行,20,22,-2,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601328.SH,交通银行,74,65,9,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601668.SH,中国建筑,59,52,7,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601818.SH,光大银行,10,14,-4,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601928.SH,凤凰传媒,63,44,19,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601939.SH,建设银行,77,61,16,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,601985.SH,XD中国核,38,49,-11,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,603065.SH,宿迁联盛,28,25,3,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,603139.SH,康惠股份,33,30,3,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,603223.SH,恒通股份,22,36,-14,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,603268.SH,松发股份,9,12,-3,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,603669.SH,灵康药业,36,13,23,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,603757.SH,大元泵业,64,40,24,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,603823.SH,百合花,24,15,9,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,603893.SH,瑞芯微,72,88,-16,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,603928.SH,兴业股份,18,31,-13,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,603991.SH,领先股份,53,85,-32,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,688103.SH,国力电子,90,73,17,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,688120.SH,华海清科,35,75,-40,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,688200.SH,华峰测控,14,96,-82,A_IMMEDIATE_RESEARCH,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,688266.SH,泽璟制药,79,94,-15,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,688498.SH,源杰科技,2,2,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,688630.SH,芯碁微装,41,43,-2,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-14,2026-07-15,688728.SH,格科微,76,90,-14,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,920015.BJ,锦华新材,15,34,-19,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-14,2026-07-15,920020.BJ,泰凯英,13,9,4,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-14,2026-07-15,920367.BJ,新赣江,94,42,52,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-14,2026-07-15,920510.BJ,丰光精密,11,4,7,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,000001.SZ,平安银行,80,94,-14,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,000088.SZ,盐 田 港,57,53,4,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,000333.SZ,美的集团,32,14,18,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,000538.SZ,云南白药,17,21,-4,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,000598.SZ,兴蓉环境,46,39,7,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,000759.SZ,中百集团,64,82,-18,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,000779.SZ,甘咨询,41,27,14,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,000938.SZ,紫光股份,19,7,12,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,000977.SZ,浪潮信息,51,34,17,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,001227.SZ,兰州银行,55,42,13,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,002142.SZ,宁波银行,39,45,-6,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,002185.SZ,华天科技,8,88,-80,A_IMMEDIATE_RESEARCH,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,002371.SZ,北方华创,27,35,-8,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,002422.SZ,科伦药业,29,19,10,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,002507.SZ,涪陵榨菜,28,25,3,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,002718.SZ,友邦吊顶,20,20,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,002747.SZ,埃斯顿,23,16,7,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,002768.SZ,国恩股份,5,3,2,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,002821.SZ,凯莱英,63,71,-8,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,002832.SZ,比音勒芬,58,61,-3,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,002841.SZ,视源股份,82,67,15,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,002936.SZ,郑州银行,7,6,1,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,002937.SZ,兴瑞科技,16,17,-1,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,300105.SZ,龙源技术,83,78,5,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,300308.SZ,中际旭创,6,12,-6,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,300331.SZ,苏大维格,66,81,-15,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,300558.SZ,贝达药业,3,4,-1,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,300649.SZ,杭州园林,56,68,-12,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,300725.SZ,药石科技,98,52,46,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,300759.SZ,康龙化成,18,23,-5,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,300938.SZ,信测标准,47,47,0,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,300990.SZ,同飞股份,92,91,1,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,301072.SZ,中捷精工,70,72,-2,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,301165.SZ,锐捷网络,45,37,8,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,301273.SZ,瑞晨环保,62,89,-27,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,301365.SZ,矩阵股份,50,38,12,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,301369.SZ,联动科技,24,24,0,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,301393.SZ,昊帆生物,79,65,14,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,301536.SZ,星宸科技,74,50,24,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,301568.SZ,思泰克,38,43,-5,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,600016.SH,民生银行,72,66,6,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,600018.SH,上港集团,21,36,-15,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,600177.SH,雅戈尔,84,90,-6,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,600900.SH,XD长江电,1,1,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,600919.SH,江苏银行,33,56,-23,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601006.SH,大秦铁路,76,73,3,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601128.SH,常熟银行,69,62,7,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601211.SH,国泰海通,59,60,-1,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,601229.SH,上海银行,22,32,-10,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601328.SH,交通银行,65,70,-5,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601398.SH,工商银行,87,83,4,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601658.SH,邮储银行,91,100,-9,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601668.SH,中国建筑,52,59,-7,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601818.SH,光大银行,14,9,5,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601918.SH,新集能源,53,54,-1,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
