symbol,name,shard_id,source_state,attempt_count,source_row_count,normalized_event_count,error_type,error_message,elapsed_seconds,retrieved_at,source_id,source_adapter,authority,trade_authority
603986.SH,兆易创新,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
605006.SH,山东玻纤,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
605056.SH,咸亨国际,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
605088.SH,冠盛股份,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
605117.SH,德业股份,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
605337.SH,李子园,3,SUCCESS,4,4,4,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
605577.SH,龙版传媒,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688012.SH,中微公司,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688077.SH,大地熊,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688083.SH,中望软件,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688087.SH,英科再生,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688096.SH,京源环保,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688100.SH,威胜信息,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688119.SH,中钢洛耐,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688125.SH,安达智能,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688136.SH,科兴制药,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688186.SH,广大特材,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688198.SH,佰仁医疗,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688212.SH,澳华内镜,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688215.SH,瑞晟智能,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688239.SH,航宇科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688257.SH,新锐股份,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688267.SH,中触媒,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688310.SH,迈得医疗,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688321.SH,微芯生物,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688351.SH,微电生理,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688356.SH,键凯科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688369.SH,致远互联,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688375.SH,国博电子,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688450.SH,光格科技,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688531.SH,日联科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688561.SH,奇安信,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688598.SH,金博股份,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688603.SH,天承科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688607.SH,康众医疗,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688609.SH,九联科技,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688621.SH,阳光诺和,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688635.SH,长进光子,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688661.SH,和林微纳,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688662.SH,富信科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688696.SH,极米科技,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688699.SH,明微电子,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688710.SH,益诺思,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688716.SH,中研股份,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688733.SH,壹石通,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688755.SH,汉邦科技,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688778.SH,厦钨新能,3,SUCCESS,4,4,4,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688797.SH,臻宝科技,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
688808.SH,联讯仪器,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920008.BJ,成电光信,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920018.BJ,宏远股份,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920057.BJ,百甲科技,3,SUCCESS,4,1,1,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920145.BJ,恒合股份,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920186.BJ,中科仪,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920237.BJ,力佳科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920242.BJ,建邦科技,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920271.BJ,邦德股份,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920284.BJ,灵鸽科技,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920300.BJ,辰光医疗,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920351.BJ,华光源海,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920394.BJ,民士达,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920396.BJ,常辅股份,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920405.BJ,海希通讯,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920414.BJ,欧普泰,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920496.BJ,许昌智能,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920508.BJ,殷图网联,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920593.BJ,鼎智科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920634.BJ,新威凌,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920641.BJ,格利尔,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920735.BJ,德源药业,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920751.BJ,惠同新材,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920924.BJ,广脉科技,3,SUCCESS,4,2,2,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920970.BJ,大禹生物,3,SUCCESS_EMPTY,4,0,0,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
920982.BJ,锦波生物,3,SUCCESS,4,3,3,,,60.43985095299999,2026-07-19T22:03:26+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000012.SZ,南 玻Ａ,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000017.SZ,深中华A,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000026.SZ,飞亚达,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000063.SZ,中兴通讯,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000159.SZ,国际实业,4,SUCCESS,4,1,1,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000338.SZ,潍柴动力,4,SUCCESS,4,3,3,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000401.SZ,金隅冀东,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000428.SZ,华天酒店,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000516.SZ,国际医学,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000525.SZ,红太阳,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000570.SZ,苏常柴Ａ,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000586.SZ,汇源通信,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000599.SZ,青岛双星,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000605.SZ,渤海股份,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000665.SZ,湖北广电,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000691.SZ,亚太实业,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000788.SZ,北大医药,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000822.SZ,山东海化,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000848.SZ,承德露露,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000858.SZ,五 粮 液,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000868.SZ,安凯客车,4,SUCCESS_EMPTY,4,0,0,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000878.SZ,云南铜业,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000880.SZ,潍柴重机,4,SUCCESS,4,3,3,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000887.SZ,中鼎股份,4,SUCCESS,4,3,3,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000899.SZ,赣能股份,4,SUCCESS,4,2,2,,,53.51930722300001,2026-07-19T22:03:20+08:00,EASTMONEY_DIVIDEND_DISTRIBUTION_BY_REPORT_PERIOD,akshare.stock_fhps_em,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
