security_code,security_name,exchange,market_data_readiness,eligibility_reason,field_completeness_count,last_price,volume,turnover_amount,total_market_cap,investment_quality_status,valuation_status,thesis_status,entry_baseline_status,candidate_admission_authority,research_priority_basis,workload_priority_rank
688256,寒武纪,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,1225.0,8586383.0,10630781334.0,76965888.7025,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,11
001309,德明利,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,399.89,25208135.0,10356497017.0,9071331.017762,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,12
688012,中微公司,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,388.5,26443325.0,10162906773.0,37212175.2198,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,13
300750,宁德时代,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,383.01,25454224.0,9822803975.0,177205354.62716,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,14
002185,华天科技,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,18.59,526619629.0,9637807922.0,6178244.502144,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,15
000725,京东方Ａ,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,5.79,1553642535.0,9139868747.0,21448665.949056,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,16
300604,长川科技,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,303.5,29296826.0,8803806518.0,19254604.9349,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,17
000021,深科技,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,41.99,209695662.0,8593148112.0,6610778.70622,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,18
000977,浪潮信息,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,85.31,96043622.0,8310728034.0,12527574.343805,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,19
600487,亨通光电,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,52.43,144395460.0,7755244212.0,12931294.603451,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,20
603893,瑞芯微,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,221.8,32904800.0,7339205143.0,9380974.441,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,21
600183,生益科技,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,118.71,60458645.0,7261157013.0,28834702.56657,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,22
688347,华虹宏力,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,329.9,21171862.0,7154226402.0,57327594.00198,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,23
688525,佰维存储,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,236.38,29488087.0,7099420132.0,11146892.614528,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,24
688072,拓荆科技,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,791.0,9056873.0,6999718623.0,22992707.6344,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,25
688981,中芯国际,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,143.73,47743275.0,6943302044.0,123044464.56613,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,26
601138,工业富联,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,60.25,111063990.0,6745295976.0,119560656.0111,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,27
603019,中科曙光,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,97.5,67333194.0,6646060678.0,14265378.894,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,28
002409,雅克科技,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,153.95,41718917.0,6387842148.0,7326906.60281,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,29
300274,阳光电源,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,113.42,55099616.0,6384702262.0,23514363.971008,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,30
000063,中兴通讯,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4,35.0,179141974.0,6307641472.0,16742372.1045,NOT_EVALUATED,NOT_EVALUATED,NOT_CREATED,MISSING,False,DATA_READINESS_AND_LIQUIDITY_ONLY_NOT_INVESTMENT_RANK,31
