metric_id,sector_profile,quality_state,row_count,group_total,row_ratio,authority,trade_authority
VAL_EV_SALES_TTM,GENERAL_NON_FINANCIAL,FUTURE_DENOMINATOR_BLOCKED,5,5102,0.0009800078400627205,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,GENERAL_NON_FINANCIAL,INVALID_ENTERPRISE_VALUE,1,5102,0.0001960015680125441,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,GENERAL_NON_FINANCIAL,MISSING_REQUIRED_INPUT,3871,5102,0.7587220697765582,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,GENERAL_NON_FINANCIAL,QUARANTINED_INPUT,205,5102,0.04018032144257154,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,GENERAL_NON_FINANCIAL,VALID,941,5102,0.184437475499804,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,GENERAL_NON_FINANCIAL,VALID_WITH_WARNING,75,5102,0.014700117600940808,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,INSURANCE,NOT_APPLICABLE_SECTOR,5,5,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,SECURITIES_AND_BROKERAGE,NOT_APPLICABLE_SECTOR,50,50,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,UNRESOLVED,CONTROLLED_CAPITALIZATION_QUARANTINE,1,329,0.00303951367781155,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,UNRESOLVED,SECTOR_PROFILE_UNRESOLVED,328,329,0.9969604863221885,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,BANK,NOT_APPLICABLE_SECTOR,42,42,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,GENERAL_NON_FINANCIAL,CONTROLLED_CAPITALIZATION_QUARANTINE,4,5102,0.0007840062720501764,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,GENERAL_NON_FINANCIAL,QUARANTINED_INPUT,22,5102,0.00431203449627597,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,GENERAL_NON_FINANCIAL,VALID,2700,5102,0.529204233633869,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,GENERAL_NON_FINANCIAL,VALID_WITH_WARNING,2376,5102,0.46569972559780476,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,INSURANCE,NOT_APPLICABLE_SECTOR,5,5,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,SECURITIES_AND_BROKERAGE,NOT_APPLICABLE_SECTOR,50,50,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,UNRESOLVED,CONTROLLED_CAPITALIZATION_QUARANTINE,1,329,0.00303951367781155,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_FCF_YIELD_TTM,UNRESOLVED,SECTOR_PROFILE_UNRESOLVED,328,329,0.9969604863221885,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,BANK,VALID,38,42,0.9047619047619048,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,BANK,VALID_WITH_WARNING,4,42,0.09523809523809523,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,GENERAL_NON_FINANCIAL,CONTROLLED_CAPITALIZATION_QUARANTINE,4,5102,0.0007840062720501764,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,GENERAL_NON_FINANCIAL,NON_POSITIVE_BOOK_EQUITY,33,5102,0.006468051744413956,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,GENERAL_NON_FINANCIAL,QUARANTINED_INPUT,13,5102,0.002548020384163073,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,GENERAL_NON_FINANCIAL,VALID,5018,5102,0.9835358682869463,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,GENERAL_NON_FINANCIAL,VALID_WITH_WARNING,34,5102,0.006664053312426499,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,INSURANCE,VALID,4,5,0.8,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,INSURANCE,VALID_WITH_WARNING,1,5,0.2,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,SECURITIES_AND_BROKERAGE,VALID,50,50,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,UNRESOLVED,CONTROLLED_CAPITALIZATION_QUARANTINE,1,329,0.00303951367781155,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PB,UNRESOLVED,SECTOR_PROFILE_UNRESOLVED,328,329,0.9969604863221885,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,BANK,VALID,37,42,0.8809523809523809,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,BANK,VALID_WITH_WARNING,5,42,0.11904761904761904,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,GENERAL_NON_FINANCIAL,CONTROLLED_CAPITALIZATION_QUARANTINE,4,5102,0.0007840062720501764,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,GENERAL_NON_FINANCIAL,NON_POSITIVE_EARNINGS,1487,5102,0.29145433163465306,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,GENERAL_NON_FINANCIAL,QUARANTINED_INPUT,22,5102,0.00431203449627597,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,GENERAL_NON_FINANCIAL,VALID,3352,5102,0.6569972559780478,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,GENERAL_NON_FINANCIAL,VALID_WITH_WARNING,237,5102,0.04645237161897295,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,INSURANCE,VALID,4,5,0.8,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,INSURANCE,VALID_WITH_WARNING,1,5,0.2,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,SECURITIES_AND_BROKERAGE,VALID,47,50,0.94,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,SECURITIES_AND_BROKERAGE,VALID_WITH_WARNING,3,50,0.06,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,UNRESOLVED,CONTROLLED_CAPITALIZATION_QUARANTINE,1,329,0.00303951367781155,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PE_TTM,UNRESOLVED,SECTOR_PROFILE_UNRESOLVED,328,329,0.9969604863221885,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,BANK,NOT_APPLICABLE_SECTOR,42,42,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,GENERAL_NON_FINANCIAL,CONTROLLED_CAPITALIZATION_QUARANTINE,4,5102,0.0007840062720501764,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,GENERAL_NON_FINANCIAL,MISSING_REQUIRED_INPUT,1,5102,0.0001960015680125441,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,GENERAL_NON_FINANCIAL,NON_POSITIVE_REVENUE,2,5102,0.0003920031360250882,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,GENERAL_NON_FINANCIAL,QUARANTINED_INPUT,22,5102,0.00431203449627597,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,GENERAL_NON_FINANCIAL,VALID,4661,5102,0.913563308506468,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,GENERAL_NON_FINANCIAL,VALID_WITH_WARNING,412,5102,0.08075264602116818,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,INSURANCE,NOT_APPLICABLE_SECTOR,5,5,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,SECURITIES_AND_BROKERAGE,NOT_APPLICABLE_SECTOR,50,50,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,UNRESOLVED,CONTROLLED_CAPITALIZATION_QUARANTINE,1,329,0.00303951367781155,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_PS_TTM,UNRESOLVED,SECTOR_PROFILE_UNRESOLVED,328,329,0.9969604863221885,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
