metric_id,sector_profile,quality_state,row_count,group_total,row_ratio,authority,trade_authority
VAL_EARNINGS_YIELD_TTM,BANK,VALID,37,42,0.8809523809523809,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,BANK,VALID_WITH_WARNING,5,42,0.11904761904761904,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,GENERAL_NON_FINANCIAL,CONTROLLED_CAPITALIZATION_QUARANTINE,4,5102,0.0007840062720501764,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,GENERAL_NON_FINANCIAL,NON_POSITIVE_EARNINGS,1487,5102,0.29145433163465306,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,GENERAL_NON_FINANCIAL,QUARANTINED_INPUT,22,5102,0.00431203449627597,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,GENERAL_NON_FINANCIAL,VALID,3352,5102,0.6569972559780478,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,GENERAL_NON_FINANCIAL,VALID_WITH_WARNING,237,5102,0.04645237161897295,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,INSURANCE,VALID,4,5,0.8,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,INSURANCE,VALID_WITH_WARNING,1,5,0.2,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,SECURITIES_AND_BROKERAGE,VALID,47,50,0.94,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,SECURITIES_AND_BROKERAGE,VALID_WITH_WARNING,3,50,0.06,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,UNRESOLVED,CONTROLLED_CAPITALIZATION_QUARANTINE,1,329,0.00303951367781155,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EARNINGS_YIELD_TTM,UNRESOLVED,SECTOR_PROFILE_UNRESOLVED,328,329,0.9969604863221885,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,BANK,NOT_APPLICABLE_SECTOR,42,42,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,CONTROLLED_CAPITALIZATION_QUARANTINE,4,5102,0.0007840062720501764,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,FUTURE_DENOMINATOR_BLOCKED,5,5102,0.0009800078400627205,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,INVALID_ENTERPRISE_VALUE,1,5102,0.0001960015680125441,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,MISSING_REQUIRED_INPUT,3871,5102,0.7587220697765582,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,NON_POSITIVE_OPERATING_INCOME,266,5102,0.05213641709133673,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,QUARANTINED_INPUT,205,5102,0.04018032144257154,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,VALID,703,5102,0.1377891023128185,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,GENERAL_NON_FINANCIAL,VALID_WITH_WARNING,47,5102,0.009212073696589572,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,INSURANCE,NOT_APPLICABLE_SECTOR,5,5,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,SECURITIES_AND_BROKERAGE,NOT_APPLICABLE_SECTOR,50,50,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,UNRESOLVED,CONTROLLED_CAPITALIZATION_QUARANTINE,1,329,0.00303951367781155,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_OPERATING_INCOME_TTM,UNRESOLVED,SECTOR_PROFILE_UNRESOLVED,328,329,0.9969604863221885,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,BANK,NOT_APPLICABLE_SECTOR,42,42,1.0,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
VAL_EV_SALES_TTM,GENERAL_NON_FINANCIAL,CONTROLLED_CAPITALIZATION_QUARANTINE,4,5102,0.0007840062720501764,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
