symbol,name,exchange,board,price_as_of_date,close,capitalization_state,state_reason,attempt_count,source_error_type,source_error_message,provider_row_count,normalized_ledger_row_count,future_share_row_count,lineage_id,authority,trade_authority
000635.SZ,英 力 特,SZ,SZ_MAIN,2026-08-28,,PRICE_UNAVAILABLE,NON_POSITIVE_OR_MISSING_CLOSE,1,,,30,29,0,838e90640a4a5c5e6e250955fa14b3502069b2407dc007018e8fa125cec4acc2,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
000711.SZ,ST京蓝,SZ,SZ_MAIN,2026-08-28,,PRICE_UNAVAILABLE,NON_POSITIVE_OR_MISSING_CLOSE,1,,,53,52,0,a1facfa960f6fcfc523579781129105d1c6785d14e98e1e95efb4ff20495cd4e,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
002274.SZ,华昌化工,SZ,SZ_MAIN,2026-08-28,,PRICE_UNAVAILABLE,NON_POSITIVE_OR_MISSING_CLOSE,1,,,15,14,0,6e0ca806cd0d91bb8b0264901282f3451975d434999ca1ebf4a0965baf908a17,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
002586.SZ,ST围海,SZ,SZ_MAIN,2026-08-28,,PRICE_UNAVAILABLE,NON_POSITIVE_OR_MISSING_CLOSE,1,,,40,39,0,6440e88c2e51d8e63a9c4ae7d1621848f8b16abb6cd9679700c26ae40f3ccad8,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
689009.SH,九号公司,SH,STAR,2026-08-28,,PRICE_UNAVAILABLE,NON_POSITIVE_OR_MISSING_CLOSE,1,,,49,48,0,87639d077b3ff0ead6a5fb8b5a382db695773ff3ce5012f1bf8317248a3ed0db,DATA_AND_RESEARCH_EVIDENCE_ONLY,NONE
