source_id,source_name,source_type,owner_or_provider,period_covered,as_of_date,retrieved_at,file_tab_page_url_or_location,source_rank,freshness_status,notes,trade_authority,route_id,statement,status
SRC-SINA_STATEMENTS-000001-CASH_FLOW,SINA_STATEMENTS cash_flow 000001.SZ,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:13+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=103; cols=114; elapsed=2.1306; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
SRC-CNINFO-601318,CNINFO periodic reports for 601318.SH,filing,CNINFO,20240101-20260718,20260718,2026-07-18T22:50:43+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=90; error=,NONE,,,
SRC-EASTMONEY_STATEMENTS-601318-BALANCE_SHEET,EASTMONEY_STATEMENTS balance_sheet 601318.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:50:48+08:00,akshare.stock_balance_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=82; cols=253; elapsed=5.1137; error=,NONE,EASTMONEY_STATEMENTS,balance_sheet,SUCCESS
SRC-EASTMONEY_STATEMENTS-601318-INCOME_STATEMENT,EASTMONEY_STATEMENTS income_statement 601318.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:01+08:00,akshare.stock_profit_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=83; cols=203; elapsed=13.1903; error=,NONE,EASTMONEY_STATEMENTS,income_statement,SUCCESS
SRC-EASTMONEY_STATEMENTS-601318-CASH_FLOW,EASTMONEY_STATEMENTS cash_flow 601318.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:11+08:00,akshare.stock_cash_flow_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=83; cols=256; elapsed=9.6573; error=,NONE,EASTMONEY_STATEMENTS,cash_flow,SUCCESS
SRC-SINA_STATEMENTS-601318-BALANCE_SHEET,SINA_STATEMENTS balance_sheet 601318.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:13+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=88; cols=134; elapsed=1.9231; error=,NONE,SINA_STATEMENTS,balance_sheet,SUCCESS
SRC-SINA_STATEMENTS-601318-INCOME_STATEMENT,SINA_STATEMENTS income_statement 601318.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:16+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=89; cols=83; elapsed=3.1259; error=,NONE,SINA_STATEMENTS,income_statement,SUCCESS
SRC-SINA_STATEMENTS-601318-CASH_FLOW,SINA_STATEMENTS cash_flow 601318.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:18+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=85; cols=80; elapsed=1.4237; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
SRC-CNINFO-600030,CNINFO periodic reports for 600030.SH,filing,CNINFO,20240101-20260718,20260718,2026-07-18T22:51:17+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=57; error=,NONE,,,
SRC-EASTMONEY_STATEMENTS-600030-BALANCE_SHEET,EASTMONEY_STATEMENTS balance_sheet 600030.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:21+08:00,akshare.stock_balance_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=98; cols=215; elapsed=4.5346; error=,NONE,EASTMONEY_STATEMENTS,balance_sheet,SUCCESS
SRC-EASTMONEY_STATEMENTS-600030-INCOME_STATEMENT,EASTMONEY_STATEMENTS income_statement 600030.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:26+08:00,akshare.stock_profit_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=99; cols=185; elapsed=4.5129; error=,NONE,EASTMONEY_STATEMENTS,income_statement,SUCCESS
SRC-EASTMONEY_STATEMENTS-600030-CASH_FLOW,EASTMONEY_STATEMENTS cash_flow 600030.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:30+08:00,akshare.stock_cash_flow_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=98; cols=252; elapsed=4.413; error=,NONE,EASTMONEY_STATEMENTS,cash_flow,SUCCESS
SRC-SINA_STATEMENTS-600030-BALANCE_SHEET,SINA_STATEMENTS balance_sheet 600030.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:32+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=98; cols=111; elapsed=1.6319; error=,NONE,SINA_STATEMENTS,balance_sheet,SUCCESS
SRC-SINA_STATEMENTS-600030-INCOME_STATEMENT,SINA_STATEMENTS income_statement 600030.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:34+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=99; cols=73; elapsed=1.5518; error=,NONE,SINA_STATEMENTS,income_statement,SUCCESS
SRC-SINA_STATEMENTS-600030-CASH_FLOW,SINA_STATEMENTS cash_flow 600030.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:35+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=98; cols=81; elapsed=1.5546; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
SRC-CNINFO-600036,CNINFO periodic reports for 600036.SH,filing,CNINFO,20240101-20260718,20260718,2026-07-18T22:50:40+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=51; error=,NONE,,,
SRC-EASTMONEY_STATEMENTS-600036-BALANCE_SHEET,EASTMONEY_STATEMENTS balance_sheet 600036.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:50:56+08:00,akshare.stock_balance_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=100; cols=221; elapsed=15.9004; error=,NONE,EASTMONEY_STATEMENTS,balance_sheet,SUCCESS
SRC-EASTMONEY_STATEMENTS-600036-INCOME_STATEMENT,EASTMONEY_STATEMENTS income_statement 600036.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:15+08:00,akshare.stock_profit_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=101; cols=170; elapsed=19.0403; error=,NONE,EASTMONEY_STATEMENTS,income_statement,SUCCESS
SRC-EASTMONEY_STATEMENTS-600036-CASH_FLOW,EASTMONEY_STATEMENTS cash_flow 600036.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:31+08:00,akshare.stock_cash_flow_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=96; cols=316; elapsed=16.482; error=,NONE,EASTMONEY_STATEMENTS,cash_flow,SUCCESS
SRC-SINA_STATEMENTS-600036-BALANCE_SHEET,SINA_STATEMENTS balance_sheet 600036.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:35+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=101; cols=150; elapsed=3.4504; error=,NONE,SINA_STATEMENTS,balance_sheet,SUCCESS
