research_longlist_rank,security_code,security_name,exchange,market_data_readiness,eligibility_reason,last_price,volume,turnover_amount,total_market_cap,board,industry_name,listing_status,factor_record_quality,confidence_grade,avg_turnover_cny_20d,return_20d,return_60d,return_120d,return_250d,distance_52w_high,volatility_60d,max_drawdown_120d,sector_profile,financial_score,score_band,score_confidence,score_confidence_numeric,available_family_count,available_family_weight,global_factor_weight_coverage,conditional_weight_share,ranking_eligible,score_state,balance_sheet_efficiency_score,cash_earnings_quality_score,growth_momentum_score,profitability_returns_score,market_as_of_date,close,total_market_cap_cny,float_market_cap_cny,pe_ttm,pb,ps_ttm,fcf_yield_ttm,ev_sales_ttm,ev_operating_income_ttm,valuation_valid_metric_count,valuation_decision_grade_metric_count,shareholder_yield_ttm,dividend_yield_ttm,shareholder_return_state,capitalization_state,historical_longlist_rank,historical_research_priority,historical_primary_sleeve,historical_sleeves,historical_aggregate_score,historical_factor_record_quality,historical_confidence_grade,historical_factor_score,prior_research_stage,prior_graduation_decision,prior_decision_reason_codes_json,prior_formal_research_object_created,prior_research_status,prior_next_workflow,workload_priority_rank,wp3_2b_queue_member,historical_core20_name,historical_core20,industry_bucket,current_liquidity_percentile,valuation_context_state,valuation_context_score,valuation_context_notes,financial_gate_pass,financial_gate_reasons,research_risk_flags,research_priority_score,research_priority_weight_coverage,multidimensional_disposition,investment_ranking,candidate_admission_authority,trade_authority,valuation_price_ratio,valuation_price_rebase_status,current_pe_ttm,current_fcf_yield_ttm,current_shareholder_yield_ttm,current_market_cap_cny,current_turnover_cny,institutional_size_gate,deep_dive_size_gate,research_liquidity_gate,deep_dive_liquidity_gate,research_risk_penalty,research_priority_score_pre_penalty,strategy_sleeve,core20_sleeve_override_applied,research_bucket,proposed_next_step,candidate_membership_mutation
28,301267,华厦眼科,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,15.45,3469350.0,54551157.0,1297800.0,CHINEXT,Q 卫生,ACTIVE,VALID,A,92928033.35,0.02124999999999999,-0.0388235294117647,-0.14762649973917585,-0.11388286334056408,-0.24456773000462317,0.3695038232983876,-0.2445026178010472,GENERAL_NON_FINANCIAL,71.06592955169953,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,72.95450209153886,77.7715740033623,53.22732627486727,79.08434687944788,2026-07-17,16.34,13725600000.0,10595581218.22,29.667798404208703,2.5221741999250633,3.2709635005715545,0.05374849148962523,,,5.0,5.0,0.01040391676866585,0.01040391676866585,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,Q 卫生,36.92307692307693,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,68.7258115316361,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.945532435740514,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,28.05186568818999,0.05684468290876869,0.011003236245954694,12978000000.0,54551157.0,True,True,True,False,1.5,70.2258115316361,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
29,300938,信测标准,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,28.81,13662325.0,400194750.0,982023.517073,CHINEXT,M 科研服务,ACTIVE,VALID,A,966273993.3,-0.20594713656387664,0.03443328550932545,0.6319601629696694,1.2874365482233503,-0.3360957642725598,0.7719740165469481,-0.3360957642725598,GENERAL_NON_FINANCIAL,73.96562565273155,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,69.58415815504726,62.18747623917442,67.40755195860106,92.16678990759407,2026-07-17,36.05,12288076289.65,10665396249.199999,60.22774404328179,6.404659581903788,14.753573768650005,0.010091964398402363,17.045307665194844,61.43685245431168,7.0,7.0,0.07069115943227253,0.008321775312066574,COMPLETE,VALID,62.0,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE,0.67588357,VALID,A,39.0,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,,False,,False,M 科研服务,82.04524886877827,VALUATION_SUPPORTIVE_FOR_RESEARCH,70.0,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,68.12578810333699,1.0,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.7991678224687934,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,48.13207505927735,0.01262809151552951,0.08845596312160446,9820235170.73,400194750.0,True,False,True,True,4.0,72.12578810333699,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
30,000719,中原传媒,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,12.27,5686387.0,70431518.0,1255471.000023,SZ_MAIN,R 文化传播,ACTIVE,VALID,A,58543986.9,0.06666666666666665,-0.09706546275395023,-0.0008326394671107629,-0.039231385108086436,-0.12152269399707172,0.30375245623386826,-0.2225475841874086,GENERAL_NON_FINANCIAL,69.56678653390887,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,97.8,4.0,1.0,0.96,0.0,True,SCORE_ACCEPTED,50.005763671499324,74.18295057989336,62.42980104955248,84.7081529741585,2026-07-17,12.0,12278444988.0,8005770516.0,8.917910875342539,0.9920613629004831,1.3185800916249326,0.1435298117068047,,,5.0,5.0,0.05499999999999999,0.05499999999999999,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,R 文化传播,43.619909502262445,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,67.79782503213505,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0225,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,9.118563870037745,0.14037145399198506,0.05378973105134474,12554710000.23,70431518.0,True,True,True,False,1.5,69.29782503213505,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
31,000099,中信海直,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,13.56,6615147.0,90938887.0,1051944.305772,SZ_MAIN,G 运输仓储,ACTIVE,VALID,A,163180340.15,-0.15500945179584114,-0.26480263157894735,-0.39321266968325796,-0.3662570888468809,-0.4646706586826347,0.4048790141849225,-0.38137164040778493,GENERAL_NON_FINANCIAL,68.61165953243629,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,97.8,4.0,1.0,0.96,0.0,True,SCORE_ACCEPTED,58.51063972186937,89.31163932726678,53.58711354714699,70.61614456486329,2026-07-17,13.41,10403077537.17,10403077537.17,33.494192795827686,1.8621632206072702,4.639536377586597,0.06467302306515585,,,5.0,5.0,0.011931394481730053,0.011931394481730053,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,G 运输仓储,50.44343891402715,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,66.98403008302887,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0111856823266219,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,33.86884819622844,0.06395761351797492,0.011799410029498527,10519443057.72,90938887.0,True,True,True,True,1.5,68.48403008302887,DEFENSIVE_INFRA_YIELD,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
32,000600,建投能源,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,8.57,51430959.0,451988433.0,1545371.860232,SZ_MAIN,D 水电煤气,ACTIVE,VALID,A,301319358.6,-0.16904276985743383,-0.10526315789473673,-0.0674285714285714,0.08366533864541825,-0.350835322195704,0.5858568365098887,-0.3850437549721559,GENERAL_NON_FINANCIAL,67.04444624999938,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,28.32480439058307,77.50201270716164,75.07733420613917,77.44882881185855,2026-07-17,8.16,14714392508.16,8894815148.16,7.233510974038946,1.0916689822818744,0.6547133785501712,0.11771291497623587,1.228028912003622,9.889273363719244,7.0,7.0,0.030312910601089003,0.02696078431372549,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,D 水电煤气,84.07239819004525,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,66.84697673151133,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0502450980392157,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,7.596959442097276,0.11208137528659097,0.028862701342460474,15453718602.32,451988433.0,True,True,True,True,1.5,68.34697673151133,DEFENSIVE_INFRA_YIELD,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
33,300140,节能环境,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,5.32,12417500.0,66871712.0,1648703.652512,CHINEXT,N 公共环保,ACTIVE,VALID,A,71609083.5,0.007619047619047636,-0.16297468354430378,-0.2333333333333334,-0.12561983471074378,-0.34610630407911,0.3215067383480951,-0.3906056860321385,GENERAL_NON_FINANCIAL,67.51933084053371,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,43.087353884825006,82.38312981132681,63.43070158005124,74.82800738574731,2026-07-17,5.29,16394064514.64,5396441412.5,18.014145952259682,1.1412060423839658,2.7331690467278604,0.10641119305661756,,,5.0,5.0,0.02268431001890359,0.02268431001890359,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,N 公共环保,42.02714932126697,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,66.0863160271969,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.005671077504726,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,18.11630557013639,0.10581112993787722,0.022556390977443604,16487036525.119999,66871712.0,True,True,True,False,1.5,67.5863160271969,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
34,300113,顺网科技,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,15.97,22713799.0,369915939.0,1076639.719554,CHINEXT,I 信息技术,ACTIVE,VALID,A,492496455.4,-0.15708622398414263,-0.40937499999999993,-0.26617773943054346,-0.11128526645768022,-0.43129388164493476,0.5381977032227749,-0.44433299899699097,GENERAL_NON_FINANCIAL,73.46926962848008,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,97.8,4.0,1.0,0.96,0.0,True,SCORE_ACCEPTED,74.04743606443407,55.8091371201664,63.78338421343549,95.87217360730935,2026-07-17,17.01,11467527632.820002,8658435320.01,27.0041678457897,4.354471047036626,7.904010859405068,0.021856292127230326,,,5.0,5.0,0.020809305859451652,0.007054673721340387,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,I 信息技术,80.83257918552036,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,65.83724089229175,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.9388594944150499,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,25.353119370797263,0.023279619854989848,0.02216445163865201,10766397195.54,369915939.0,True,True,True,True,7.5,73.33724089229175,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
35,000426,兴业银锡,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,31.37,70072650.0,2221064152.0,5570169.313243,SZ_MAIN,B 采矿业,ACTIVE,VALID,A,2401560366.45,-0.29492039423805916,-0.3865435356200527,-0.44032096288866607,0.6460176991150441,-0.5944767441860466,0.7013323292974859,-0.5944767441860466,GENERAL_NON_FINANCIAL,72.56446299017574,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,44.22422029914911,64.45400788664493,73.00055269875817,97.85326261331713,2026-07-17,27.9,49540237118.1,49528232445.6,18.571411367469114,4.576268054302316,7.579783163657877,0.036999995489531076,7.641642526500011,15.843801500658508,7.0,7.0,0.0025089605734767025,0.0025089605734767025,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,B 采矿业,97.14027149321267,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,65.75479961994019,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.1243727598566309,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,20.881189053674056,0.03290723220139997,0.002231431303793433,55701693132.43,2221064152.0,True,True,True,True,7.5,73.25479961994019,RESOURCE_CYCLE,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
36,001286,陕西能源,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,10.43,17135092.0,181544457.0,3911250.0,SZ_MAIN,D 水电煤气,ACTIVE,VALID,A,204085081.35,-0.038167938931297773,-0.05174035747883354,0.0769230769230771,0.1748251748251748,-0.23809523809523814,0.4231694015173171,-0.25094482237339377,GENERAL_NON_FINANCIAL,66.29035021062414,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,27.130461558791524,76.85923984620081,66.96499734779388,83.02732866789053,2026-07-17,10.08,37800000000.0,13608000000.0,11.833274599948094,1.374988044424618,1.6060864347345227,0.033619217210317416,,,5.0,5.0,0.04067460317460317,0.04067460317460317,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,D 水电煤气,67.74660633484163,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,65.59203311816702,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.034722222222222,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,12.244152190224067,0.032491055558964484,0.039309683604985615,39112500000.0,181544457.0,True,True,True,True,1.5,67.09203311816702,DEFENSIVE_INFRA_YIELD,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
37,300613,富瀚微,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,58.38,17006035.0,990319070.0,1359641.76894,CHINEXT,I 信息技术,ACTIVE,VALID,A,1028202382.2,-0.25069231890394994,0.15580035971223016,0.06792687993352708,0.0949946751863684,-0.35817727840199753,0.7864225445566283,-0.35817727840199753,GENERAL_NON_FINANCIAL,69.1446146243914,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,75.46464742535078,73.66064324641435,52.964360611416595,74.65144724954501,2026-07-17,51.41,11973138633.3,11294268246.64,55.58856788117376,3.9800431582565095,6.202870543925947,0.028995226286318856,,,5.0,5.0,0.004182541594862548,0.0015561174868702588,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,I 信息技术,92.90497737556561,VALUATION_NEUTRAL_OR_MIXED,63.333333333333336,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,65.32119508148865,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.1355767360435713,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,63.1250844758398,0.025533480359363692,0.0036831871084598076,13596417689.400002,990319070.0,True,True,True,True,3.5,68.82119508148865,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
38,301381,赛维时代,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,22.32,12401788.0,276607816.0,907274.381616,CHINEXT,F 批发零售,ACTIVE,VALID,A,119430411.3,0.05641821946169778,-0.04268292682926833,-0.10873362445414836,0.05478036175710588,-0.20459859703819172,0.5432134714291322,-0.28402366863905315,GENERAL_NON_FINANCIAL,70.11766400890721,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,96.41120129870131,4.0,1.0,0.9624999999999999,0.062337662337662345,True,SCORE_ACCEPTED,70.7610170082517,77.44963833685185,66.93756053671038,66.22886962955435,2026-07-17,20.41,8296357584.58,8288642604.58,29.788952691485317,2.9629233063324705,0.6868789244493271,0.1451208740758431,,,5.0,5.0,0.03199978177349742,0.02449779519843214,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,F 批发零售,76.01809954751131,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,65.12164907011442,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.093581577658011,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,32.576649881134365,0.13270237633906617,0.029261449193417662,9072743816.16,276607816.0,True,False,True,True,5.5,70.62164907011442,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
39,300592,华凯易佰,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,16.71,11876020.0,197992242.0,653744.208759,CHINEXT,F 批发零售,ACTIVE,VALID,A,418907476.9,0.4195162635529608,0.2570162481536189,0.346518987341772,0.5458673932788374,-0.10515247108307046,0.7513418373844962,-0.26622073578595307,GENERAL_NON_FINANCIAL,69.8628918683474,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,97.93750000000001,4.0,1.0,0.9624999999999999,0.0,True,SCORE_ACCEPTED,77.75044292469737,75.44323815788539,64.60924860545407,64.33227197524357,2026-07-17,17.02,6658723179.58,5852941830.48,28.535742731218992,2.7799880551861147,0.7596591542056941,0.10956124304690133,,,5.0,5.0,0.04716484136320592,0.014688601645123384,COMPLETE,VALID,88.0,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT,0.53087967,VALID,A,13.0,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,,False,,False,F 批发零售,69.6289592760181,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,64.45874711335101,1.0,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.9817861339600471,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,28.01599653576201,0.11159379752592821,0.048039832435772874,6537442087.589999,197992242.0,True,False,True,True,4.0,68.45874711335101,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
40,301215,中汽股份,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,5.0,8269700.0,41626225.0,661950.0,CHINEXT,M 科研服务,ACTIVE,VALID,A,58459594.0,-0.05981308411214947,-0.19001610305958128,-0.273121387283237,-0.17405582922824292,-0.34419817470664926,0.35010179463833313,-0.30811554332874824,GENERAL_NON_FINANCIAL,69.73154001053972,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,97.8,4.0,1.0,0.96,0.0,True,SCORE_ACCEPTED,52.40226567293254,66.27934641537536,65.43544728460743,87.74129483652506,2026-07-17,5.03,6659217000.0,6651672000.0,30.47207081174355,2.2421141155375506,11.248037942027954,0.007540492066860114,,,5.0,5.0,0.012127236580516898,0.012127236580516898,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,M 科研服务,29.122171945701357,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,63.65475188716597,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.9940357852882703,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,30.29032883871128,0.0075857350192612754,0.0122,6619500000.0,41626225.0,True,False,True,False,5.5,69.15475188716597,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
41,001316,润贝航科,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,24.53,1868560.0,46394727.0,395329.375364,SZ_MAIN,F 批发零售,ACTIVE,VALID,A,92857173.4,-0.33778371161548737,-0.30919220055710306,-0.11111111111111105,0.09540636042402828,-0.4420697412823398,0.6022899332777757,-0.4420697412823398,GENERAL_NON_FINANCIAL,86.22533364037814,EXCEPTIONAL_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,86.20205915006855,84.92379764092604,85.87164256910272,87.62020585952416,2026-07-17,24.8,3996807382.4,3724977707.2000003,18.992426851020852,2.9301607579837605,3.130122925895177,0.09342869887709503,3.0843726248923438,16.6364702927444,7.0,7.0,0.03177949085454708,0.031612903225806455,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,F 批发零售,32.07239819004525,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,72.99316372330516,0.97,WATCH_SMALL_CAP_OR_CAPITALIZATION_REVIEW,False,False,NONE,0.9891129032258065,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,18.785654461916998,0.09445706205266843,0.03212928549501702,3953293753.64,46394727.0,False,False,True,False,11.5,84.49316372330516,QUALITY_GROWTH,False,C_WATCH_AND_EVIDENCE_FILL,EVIDENCE_FILL_AND_TRIGGER_MONITORING,0
42,002033,丽江股份,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,8.24,11110753.0,92265576.0,452780.345864,SZ_MAIN,N 公共环保,ACTIVE,VALID,A,117221994.5,-0.020142180094786744,-0.21907459867799817,-0.09020902090209026,-0.02130177514792897,-0.21907459867799817,0.33310083980909605,-0.2285174693106704,GENERAL_NON_FINANCIAL,78.95201886874676,STRONG_FINANCIAL_QUALITY,HIGH,97.8,4.0,1.0,0.96,0.0,True,SCORE_ACCEPTED,67.21349407243719,80.27506209107005,73.53858304666102,90.18636256608852,2026-07-17,8.27,4544288179.969999,4544201096.87,18.499240678040646,1.7306926705350587,5.05683821436098,0.057720300549190015,,,5.0,5.0,0.04232164449818621,0.04232164449818621,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,N 公共环保,50.76923076923077,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,72.57578223312268,0.97,WATCH_SMALL_CAP_OR_CAPITALIZATION_REVIEW,False,False,NONE,0.9963724304715841,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,18.432133396258152,0.05793044727449046,0.0424757281553398,4527803458.639999,92265576.0,False,False,True,True,5.5,78.07578223312268,QUALITY_GROWTH,False,C_WATCH_AND_EVIDENCE_FILL,EVIDENCE_FILL_AND_TRIGGER_MONITORING,0
43,001210,金房能源,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,17.54,3832527.0,68199876.0,385069.206484,SZ_MAIN,D 水电煤气,ACTIVE,VALID,A,157925807.5,-0.18641188959660304,0.2714001327140012,0.20050125313283207,0.6970770593445528,-0.2670237184391737,0.6949440497492568,-0.2670237184391737,GENERAL_NON_FINANCIAL,77.34565437317583,STRONG_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,70.08115101910674,86.10594155141936,76.21563138741784,75.83010311548396,2026-07-17,19.16,4206343213.36,2556325111.56,30.67402001964464,2.853076516869387,3.4978292452106095,0.047262394806152394,3.269543039629114,40.33189413471384,7.0,7.0,0.02348643006263048,0.02348643006263048,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,D 水电煤气,42.696832579185525,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,71.14460951126185,0.97,WATCH_SMALL_CAP_OR_CAPITALIZATION_REVIEW,False,False,NONE,0.9154488517745302,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,28.08049640629264,0.05162756467992474,0.025655644241733184,3850692064.84,68199876.0,False,False,True,True,5.5,76.64460951126185,DEFENSIVE_INFRA_YIELD,False,C_WATCH_AND_EVIDENCE_FILL,EVIDENCE_FILL_AND_TRIGGER_MONITORING,0
44,300970,华绿生物,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,14.97,4593430.0,69170246.0,237555.71145,CHINEXT,A 农林牧渔,ACTIVE,VALID,A,113476993.9,-0.23566265060240965,-0.3750985027580772,-0.06485849056603776,0.39489885664028157,-0.5089783281733746,0.6295325335407983,-0.5089783281733746,GENERAL_NON_FINANCIAL,83.12086752250369,STRONG_FINANCIAL_QUALITY,MEDIUM,94.36250000000001,4.0,1.0,0.8975,0.0,True,SCORE_ACCEPTED,70.521681894101,84.3474381432655,93.55606264233325,81.802186490946,2026-07-17,15.86,2516789301.0,1942542522.1799998,11.512413842120596,1.4424071612666312,1.7532030251104227,0.13127148254274942,,,5.0,5.0,0.05144885414423214,0.031525851197982346,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,A 农林牧渔,43.1131221719457,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,70.73211968892888,0.97,WATCH_SMALL_CAP_OR_CAPITALIZATION_REVIEW,False,False,NONE,0.9438839848675915,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,10.866383052745608,0.13907586594041454,0.05450760365581307,2375557114.5,69170246.0,False,False,True,True,11.5,82.23211968892888,QUALITY_GROWTH,False,C_WATCH_AND_EVIDENCE_FILL,EVIDENCE_FILL_AND_TRIGGER_MONITORING,0
