research_longlist_rank,security_code,security_name,exchange,market_data_readiness,eligibility_reason,last_price,volume,turnover_amount,total_market_cap,board,industry_name,listing_status,factor_record_quality,confidence_grade,avg_turnover_cny_20d,return_20d,return_60d,return_120d,return_250d,distance_52w_high,volatility_60d,max_drawdown_120d,sector_profile,financial_score,score_band,score_confidence,score_confidence_numeric,available_family_count,available_family_weight,global_factor_weight_coverage,conditional_weight_share,ranking_eligible,score_state,balance_sheet_efficiency_score,cash_earnings_quality_score,growth_momentum_score,profitability_returns_score,market_as_of_date,close,total_market_cap_cny,float_market_cap_cny,pe_ttm,pb,ps_ttm,fcf_yield_ttm,ev_sales_ttm,ev_operating_income_ttm,valuation_valid_metric_count,valuation_decision_grade_metric_count,shareholder_yield_ttm,dividend_yield_ttm,shareholder_return_state,capitalization_state,historical_longlist_rank,historical_research_priority,historical_primary_sleeve,historical_sleeves,historical_aggregate_score,historical_factor_record_quality,historical_confidence_grade,historical_factor_score,prior_research_stage,prior_graduation_decision,prior_decision_reason_codes_json,prior_formal_research_object_created,prior_research_status,prior_next_workflow,workload_priority_rank,wp3_2b_queue_member,historical_core20_name,historical_core20,industry_bucket,current_liquidity_percentile,valuation_context_state,valuation_context_score,valuation_context_notes,financial_gate_pass,financial_gate_reasons,research_risk_flags,research_priority_score,research_priority_weight_coverage,multidimensional_disposition,investment_ranking,candidate_admission_authority,trade_authority,valuation_price_ratio,valuation_price_rebase_status,current_pe_ttm,current_fcf_yield_ttm,current_shareholder_yield_ttm,current_market_cap_cny,current_turnover_cny,institutional_size_gate,deep_dive_size_gate,research_liquidity_gate,deep_dive_liquidity_gate,research_risk_penalty,research_priority_score_pre_penalty,strategy_sleeve,core20_sleeve_override_applied,research_bucket,proposed_next_step,candidate_membership_mutation
11,000792,盐湖股份,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,26.85,64594920.0,1755982291.0,14207872.272585,SZ_MAIN,C 制造业,ACTIVE,VALID,A,2795143937.1,-0.16201680672268903,-0.3353772327379365,-0.25847709696609156,0.45619158878504673,-0.38292079207920793,0.4720563085482215,-0.39133663366336635,GENERAL_NON_FINANCIAL,83.7924823030494,STRONG_FINANCIAL_QUALITY,MEDIUM,94.125,4.0,1.0,1.0,0.235,True,SCORE_ACCEPTED,73.54521269599013,73.14256584802324,85.31040197196444,98.23399269618152,2026-07-17,24.93,131918903447.13,131917727499.03,12.789941912995257,2.9515399422280764,7.0798789183258,0.07570685547642246,,,5.0,5.0,0.0,0.0,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,C 制造业,96.16289592760181,VALUATION_NEUTRAL_OR_MIXED,68.33333333333333,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,79.5284593750268,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0770156438026475,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,13.77496752362305,0.07029318089486822,0.0,142078722725.85,1755982291.0,True,True,True,True,3.5,83.0284593750268,QUALITY_GROWTH,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
12,688617,惠泰医疗,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,207.5,1281423.0,267924556.0,2936730.1115,STAR,,ACTIVE,VALID,A,414404087.05,0.06543519098309347,-0.20051685657230112,-0.1988857064385765,-0.2888687656728893,-0.38222746664246166,0.3893320223714357,-0.31185938804950275,GENERAL_NON_FINANCIAL,81.54829850482962,STRONG_FINANCIAL_QUALITY,HIGH,96.271875,4.0,1.0,0.96,0.0625,True,SCORE_ACCEPTED,88.4514197689628,72.99795174330383,64.72726731147854,98.08903262447156,2026-07-17,204.18,28897424297.16,28897424297.16,33.33329862342475,9.732749333411062,10.60950808900827,0.024302900262602997,,,5.0,5.0,0.008551664439856594,0.004897639337839162,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,GENERAL_NON_FINANCIAL,75.5475113122172,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,79.01422834240618,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0162601626016259,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,33.87530347909019,0.02391405385840135,0.00841483780881889,29367301115.0,267924556.0,True,True,True,True,1.5,80.51422834240618,QUALITY_GROWTH,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
13,300308,中际旭创,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,1046.51,21687683.0,22937320044.0,116710420.41529,CHINEXT,C 制造业,ACTIVE,VALID,A,39585454065.5,-0.28395765710442444,0.15366313309776203,0.5689434228230923,6.263329625509827,-0.291442709049214,0.6823603676893768,-0.291442709049214,GENERAL_NON_FINANCIAL,81.59572302321345,STRONG_FINANCIAL_QUALITY,MEDIUM,96.625,4.0,1.0,1.0,0.135,True,SCORE_ACCEPTED,78.5746888552567,54.56337439012325,93.46092482955525,96.24903482414162,2026-07-17,979.46,1092327721473.86,1087141614959.88,73.07087510881692,30.694490892192988,21.392118558477367,0.007151342240449528,,,5.0,5.0,0.005130390867806314,0.001429359034570069,COMPLETE,VALID,5.0,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE,0.97162234,VALID,A,96.0,INVESTMENT_CASE_READY,GRADUATED,"[""EXPOSURE_PROVEN"", ""EARNINGS_ACCELERATION"", ""VALUATION_EXPECTATIONS_GATED""]",True,SOURCE_BACKED_BASELINE_COMPLETE,scenario-sensitivity-generator,1.0,True,,False,C 制造业,100.0,VALUATION_NEUTRAL_OR_MIXED,56.666666666666664,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT|HIGH_EXPECTATION_PE,True,,,78.98582605851999,1.0,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0684560880485166,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,78.07302136904825,0.006693155030368266,0.004801686213587612,1167104204152.9,22937320044.0,True,True,True,True,2.0,80.98582605851999,QUALITY_GROWTH,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
14,002128,电投能源,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,26.52,12921752.0,347142280.0,8291417.184336,SZ_MAIN,B 采矿业,ACTIVE,VALID,A,397832055.45,0.040149006622516525,-0.21296586282492957,-0.14144174923129482,0.3709765411893071,-0.24625074985003015,0.4892423454554123,-0.30953809238152374,GENERAL_NON_FINANCIAL,75.88687152636841,STRONG_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,61.125195117676554,75.49009545124319,69.50302718517341,91.37850614576315,2026-07-17,25.13,78568368718.84,56330741879.09,13.404942500377132,1.978864160541685,2.535217709476248,0.036615857998463903,,,5.0,5.0,0.415952361665091,0.03979307600477517,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,B 采矿业,79.87330316742081,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,74.3157717843773,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0553123756466376,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,14.14640171547957,0.03469670103700595,0.3941509369775164,82914171843.36,347142280.0,True,True,True,True,1.5,75.8157717843773,RESOURCE_CYCLE,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
15,000791,甘肃能源,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,7.48,42199040.0,323014529.0,2426392.127016,SZ_MAIN,D 水电煤气,ACTIVE,VALID,A,285761224.1,-0.13736903376018628,-0.07490636704119846,0.12957317073170738,0.11261261261261257,-0.2909090909090909,0.6480727118860617,-0.32057416267942584,GENERAL_NON_FINANCIAL,73.21141979408766,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,37.633186833316586,86.81258020757207,69.38755189142398,88.78249800891776,2026-07-17,7.41,24036852488.22,14343035239.26,11.673997866705921,1.545485878559256,2.6068052844832343,0.07481530329070014,3.95233085405196,10.483970078698745,7.0,7.0,0.031039136302294195,0.031039136302294195,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,D 水电煤气,78.49773755656109,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,72.05609684012887,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.00944669365722,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,11.784278548307732,0.07411516007808665,0.030748663101604276,24263921270.16,323014529.0,True,True,True,True,1.5,73.55609684012887,DEFENSIVE_INFRA_YIELD,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
16,300012,华测检测,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,13.39,26185353.0,357884973.0,2253306.978546,CHINEXT,M 科研服务,ACTIVE,VALID,A,538669003.35,-0.07788595271210019,-0.22137404580152675,-0.08551724137931038,0.15706806282722496,-0.22772277227722781,0.3544467898811741,-0.23820617355853235,GENERAL_NON_FINANCIAL,73.75891288571314,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,77.66015475592256,66.78443166463963,59.12266349811854,89.1670271461303,2026-07-17,13.26,22314302117.64,18978271081.38,21.08024314896632,2.828168077790885,3.267674315976239,0.033003009467090914,,,5.0,5.0,0.01508295625942685,0.01508295625942685,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,M 科研服务,80.32579185520362,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,72.04960413559897,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0098039215686274,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,21.286912199446384,0.032682591899449255,0.014936519790888725,22533069785.46,357884973.0,True,True,True,True,1.5,73.54960413559897,QUALITY_GROWTH,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
17,002967,广电计量,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,15.96,5237751.0,84214000.0,1016811.523392,SZ_MAIN,M 科研服务,ACTIVE,VALID,A,156045651.35,-0.16053169734151318,-0.26565295169946324,-0.300085251491901,-0.04590354445090061,-0.3400321543408359,0.38808394122233086,-0.3400321543408359,GENERAL_NON_FINANCIAL,72.06354584048724,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,58.41405124952706,78.99172357293081,64.75266240119203,81.48213032350372,2026-07-17,16.42,10461181211.84,8985462266.220001,23.958116173311293,2.1258949814928565,2.8284851863005582,0.04713735358507065,,,5.0,5.0,0.11463642082656048,0.021315468940316683,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,M 科研服务,48.56108597285068,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,70.20900287797423,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.9719853836784409,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,23.286938740928637,0.04849594898915164,0.11794047806842876,10168115233.92,84214000.0,True,True,True,True,1.5,71.70900287797423,QUALITY_GROWTH,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
18,300972,万辰集团,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,187.2,1680383.0,316665147.0,3694084.39296,CHINEXT,F 批发零售,ACTIVE,VALID,A,447903100.05,0.08254784347329336,-0.07839704308919371,-0.017982069751774854,0.15372907153729076,-0.18631113401176513,0.5176515669005721,-0.28678775387522004,GENERAL_NON_FINANCIAL,70.48298699875458,ABOVE_AVERAGE_FINANCIAL_QUALITY,MEDIUM,95.125,4.0,1.0,1.0,0.195,True,SCORE_ACCEPTED,57.37134498403675,65.77918049532727,87.49819022369685,68.964584407304,2026-07-17,189.5,37394711136.0,34356551817.5,21.25273917112663,18.545610185091032,0.6529240130229176,0.09910145479268988,,,5.0,5.0,0.055267417909096124,0.004417988390501319,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,F 批发零售,78.02714932126696,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,69.99878293508867,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.987862796833773,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,20.994790357967837,0.10031904745307016,0.055946451355628826,36940843929.6,316665147.0,True,True,True,True,1.5,71.49878293508867,QUALITY_GROWTH,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
19,002555,三七互娱,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,18.16,22813030.0,416346141.0,4017423.628696,SZ_MAIN,I 信息技术,ACTIVE,VALID,A,974138617.2,0.037206639954207255,-0.1452830188679245,-0.36152219873150104,0.03899082568807333,-0.3762478485370051,0.37344487552589095,-0.3684018929741536,GENERAL_NON_FINANCIAL,69.50261834441065,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,56.73787224520708,62.267994542928705,55.47403616205312,95.73178739707924,2026-07-17,18.12,40085746779.72,28762942343.88,12.432175128521695,2.7652425323456855,2.5957550442539086,0.07812005431302765,,,5.0,5.0,0.03366445916114791,0.03366445916114791,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,I 信息技术,82.71493212669682,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,68.2097167686392,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0022075055187638,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,12.459619223728145,0.07794798370881394,0.03359030837004406,40174236286.96,416346141.0,True,True,True,True,1.5,69.7097167686392,QUALITY_GROWTH,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
20,000690,宝新能源,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,4.79,83955275.0,410417830.0,1042250.285898,SZ_MAIN,D 水电煤气,ACTIVE,VALID,A,277121995.3,-0.09533073929961078,0.008676789587852562,0.09411764705882364,0.019736842105263275,-0.2487883683360258,0.4991012107788034,-0.2778675282714056,GENERAL_NON_FINANCIAL,68.43854207368673,ABOVE_AVERAGE_FINANCIAL_QUALITY,MEDIUM,93.75,4.0,1.0,1.0,0.25,True,SCORE_ACCEPTED,52.37076558133242,75.43280656190802,70.55204561421336,71.56058637796632,2026-07-17,4.65,10117878558.300001,10111277130.0,9.777905336854662,0.772977599916705,1.1560733199099518,0.14266804785434545,,,5.0,5.0,0.05376344086021505,0.05376344086021505,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,D 水电煤气,82.5158371040724,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,67.87522364821133,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0301075268817204,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,10.07229388463093,0.13849820929492826,0.05219206680584551,10422502858.98,410417830.0,True,True,True,True,1.5,69.37522364821133,DEFENSIVE_INFRA_YIELD,False,A_DEEP_DIVE,FULL_RESEARCH_OBJECT_AND_VALUATION_SCENARIO,0
21,000975,山金国际,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,21.8,89203704.0,1964245176.0,6044109.81048,SZ_MAIN,B 采矿业,ACTIVE,VALID,A,1275922480.35,-0.11960132890365449,-0.3785594639865997,-0.3389166072701354,-0.0016146393972011897,-0.5124835742444152,0.5696935380825925,-0.5590013140604467,GENERAL_NON_FINANCIAL,86.35636175981021,EXCEPTIONAL_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,83.60340298563733,83.751224308736,83.69638879984589,92.57925961845757,2026-07-17,18.55,51430383937.8,46806052230.35,14.00740195874961,3.1671752837086107,2.7480551779263127,0.08940094682922722,,,5.0,5.0,0.027408399819016653,0.025897687331536384,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,B 采矿业,96.61538461538461,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,78.35940112909071,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.1752021563342319,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,16.461528986562882,0.07607282402211765,0.02332228516709903,60441098104.8,1964245176.0,True,True,True,True,7.5,85.85940112909071,RESOURCE_CYCLE,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
22,300139,晓程科技,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,37.84,42082911.0,1608077889.0,1036816.0,CHINEXT,B 采矿业,ACTIVE,VALID,A,1178552774.75,-0.21771736583079448,-0.41643356643356644,-0.148469387755102,0.6918398378104411,-0.6033273915626857,0.7105653946287147,-0.6033273915626857,GENERAL_NON_FINANCIAL,86.3922703594458,EXCEPTIONAL_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,73.79786456890673,84.4336445313915,87.1721123894992,95.77086071813923,2026-07-17,33.38,9146120000.0,7799544930.500001,49.352602189139276,7.675923046752606,13.105374318758374,0.018316407871315922,,,5.0,5.0,0.0029958058717795086,0.0029958058717795086,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,B 采矿业,95.78280542986425,VALUATION_NEUTRAL_OR_MIXED,63.333333333333336,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,76.07586157846185,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.133612941881366,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,55.946748557130924,0.016157550072529742,0.002642706131078224,10368160000.0,1608077889.0,True,True,True,True,9.5,85.57586157846185,RESOURCE_CYCLE,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
23,002558,巨人网络,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,24.18,110968710.0,2698306798.0,4595558.845878,SZ_MAIN,I 信息技术,ACTIVE,VALID,A,3387804809.8,0.2184100418410042,-0.09056839475327927,-0.3630796150481189,0.20729684908789392,-0.426432932834351,0.5240812186609305,-0.5383100256056726,GENERAL_NON_FINANCIAL,81.84422458176573,STRONG_FINANCIAL_QUALITY,MEDIUM,94.74374999999999,4.0,1.0,0.96,0.125,True,SCORE_ACCEPTED,57.763279655571445,85.44975492741742,78.76943955041841,97.45590010397498,2026-07-17,29.12,55344364595.520004,55344364595.520004,22.253048166689585,3.3920775099165152,8.319849980288796,0.07200851071642077,,,5.0,5.0,0.02934664945202304,0.011675824175824174,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,I 信息技术,98.04524886877827,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,74.30007897698557,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.8303571428571428,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,18.477977495554743,0.08671992688429168,0.03534220149060839,45955588458.78001,2698306798.0,True,True,True,True,7.5,81.80007897698557,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
24,301109,军信股份,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,13.45,4477071.0,61003822.0,1061340.63249,CHINEXT,N 公共环保,ACTIVE,VALID,A,69736764.9,0.01187824795842607,-0.07404891304347827,-0.060647829083390725,-0.09193870752831435,-0.2125938763720392,0.2896894246341261,-0.2801848642403234,GENERAL_NON_FINANCIAL,76.46248287144553,STRONG_FINANCIAL_QUALITY,HIGH,97.8,4.0,1.0,0.96,0.0,True,SCORE_ACCEPTED,47.60118753481931,87.18018321423963,74.75825372614237,88.19212043128718,2026-07-17,13.63,10755444476.460001,3139508602.86,14.088766288236883,1.3933854376583619,3.952635688591188,0.11064430128987852,,,5.0,5.0,0.047909024211298605,0.047909024211298605,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,N 公共环保,39.69230769230769,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,74.27474849327629,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.986793837123991,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,13.902707745912403,0.11212504286847914,0.048550185873605954,10613406324.9,61003822.0,True,True,True,False,1.5,75.77474849327629,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
25,000828,东莞控股,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,9.81,5998343.0,59254978.0,1019766.169152,SZ_MAIN,G 运输仓储,ACTIVE,VALID,A,57590806.25,0.023958333333333304,0.017598343685300222,-0.05662188099808063,-0.05389797882579406,-0.16765453005927178,0.20670474094148217,-0.12523364485981303,GENERAL_NON_FINANCIAL,74.16698637571179,ABOVE_AVERAGE_FINANCIAL_QUALITY,MEDIUM,93.5625,4.0,1.0,1.0,0.2575,True,SCORE_ACCEPTED,46.790675226631265,92.51390368312362,60.21106286913947,88.75869897439924,2026-07-17,9.83,10218452031.36,10218452031.36,11.496116619525008,0.9757707475846901,6.629374492980974,0.1354574812449139,,,5.0,5.0,0.048321464903357064,0.048321464903357064,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,G 运输仓储,38.89592760180995,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,71.85188442709381,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.9979654120040692,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,11.4727267586511,0.13573364328618795,0.048419979612640156,10197661691.52,59254978.0,True,True,True,False,1.5,73.35188442709381,DEFENSIVE_INFRA_YIELD,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
26,002039,黔源电力,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,19.53,9017554.0,177994229.0,835021.020078,SZ_MAIN,D 水电煤气,ACTIVE,VALID,A,180183405.65,-0.013643254168772101,-0.05150631681243922,0.051724137931034475,0.2184769038701624,-0.1578947368421053,0.41711275956809624,-0.19154443485763595,GENERAL_NON_FINANCIAL,76.14934261454741,STRONG_FINANCIAL_QUALITY,MEDIUM,97.125,4.0,1.0,1.0,0.11499999999999999,True,SCORE_ACCEPTED,16.941855681245897,93.78653162874247,90.99449085223593,88.55238619351212,2026-07-17,19.52,8345934619.5199995,8345911195.5199995,13.091546355130676,1.8399261097610609,2.489443935782718,0.2468556631969507,,,5.0,5.0,0.025102459016393443,0.025102459016393443,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,D 水电煤气,67.31221719457014,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,,71.14008825575362,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,1.0005122950819674,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,13.098253089943757,0.24672926500790973,0.025089605734767022,8350210200.780001,177994229.0,True,False,True,True,5.5,76.64008825575362,DEFENSIVE_INFRA_YIELD,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
27,002517,恺英网络,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,14.88,56770090.0,855553396.0,3179027.532192,SZ_MAIN,I 信息技术,ACTIVE,VALID,A,1587940285.1,0.11724137931034484,-0.0821529745042493,-0.4070278184480235,-0.1396707381837493,-0.4375,0.4431757789841303,-0.4579510703363915,GENERAL_NON_FINANCIAL,78.23014967246606,STRONG_FINANCIAL_QUALITY,HIGH,98.5,4.0,1.0,1.0,0.06,True,SCORE_ACCEPTED,76.02679747418006,68.90907411003649,65.4123434565209,98.14811928663565,2026-07-17,16.2,34610380390.799995,30603204102.6,15.978529438609604,3.3426312944024663,5.588270792037828,0.06317617107933379,,,5.0,5.0,0.00617283950617284,0.00617283950617284,COMPLETE,VALID,,,,,,,,,,,,,,,,False,,False,I 信息技术,91.67420814479638,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,True,,DEEP_120D_DRAWDOWN,70.41811590647939,0.97,MULTIDIMENSIONAL_ELIGIBLE,False,False,NONE,0.9185185185185186,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,14.67657518805623,0.06878050883637146,0.006720430107526882,31790275321.920002,855553396.0,True,True,True,True,7.5,77.91811590647939,QUALITY_GROWTH,False,B_STRUCTURED_RESEARCH,COMPANY_TEARSHEET_AND_EARNINGS_QUALITY_REVIEW,0
