core20_review_order,security_code,security_name,exchange,market_data_readiness,eligibility_reason,last_price,volume,turnover_amount,total_market_cap,board,industry_name,listing_status,factor_record_quality,confidence_grade,avg_turnover_cny_20d,return_20d,return_60d,return_120d,return_250d,distance_52w_high,volatility_60d,max_drawdown_120d,sector_profile,financial_score,score_band,score_confidence,score_confidence_numeric,available_family_count,available_family_weight,global_factor_weight_coverage,conditional_weight_share,ranking_eligible,score_state,balance_sheet_efficiency_score,cash_earnings_quality_score,growth_momentum_score,profitability_returns_score,market_as_of_date,close,total_market_cap_cny,float_market_cap_cny,pe_ttm,pb,ps_ttm,fcf_yield_ttm,ev_sales_ttm,ev_operating_income_ttm,valuation_valid_metric_count,valuation_decision_grade_metric_count,shareholder_yield_ttm,dividend_yield_ttm,shareholder_return_state,capitalization_state,historical_longlist_rank,historical_research_priority,historical_primary_sleeve,historical_sleeves,historical_aggregate_score,historical_factor_record_quality,historical_confidence_grade,historical_factor_score,prior_research_stage,prior_graduation_decision,prior_decision_reason_codes_json,prior_formal_research_object_created,prior_research_status,prior_next_workflow,workload_priority_rank,wp3_2b_queue_member,historical_core20_name,historical_core20,industry_bucket,current_liquidity_percentile,valuation_context_state,valuation_context_score,valuation_context_notes,financial_gate_pass,financial_gate_reasons,research_risk_flags,research_priority_score,research_priority_weight_coverage,multidimensional_disposition,investment_ranking,candidate_admission_authority,trade_authority,valuation_price_ratio,valuation_price_rebase_status,current_pe_ttm,current_fcf_yield_ttm,current_shareholder_yield_ttm,current_market_cap_cny,current_turnover_cny,institutional_size_gate,deep_dive_size_gate,research_liquidity_gate,deep_dive_liquidity_gate,research_risk_penalty,research_priority_score_pre_penalty,strategy_sleeve,core20_sleeve_override_applied,core20_review_disposition,core20_review_reason,automatic_removal,automatic_readmission,candidate_membership_mutation
5,600519,贵州茅台,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,1297.41,3569892.0,4622242878.0,162186836.99534,SH_MAIN,,ACTIVE,VALID,A,5681242194.25,0.0556824022040423,-0.09088930325698152,-0.07648992467459714,-0.07528357724297241,-0.17514235871103645,0.22007513641473048,-0.23068365096606425,GENERAL_NON_FINANCIAL,71.40287749408216,ABOVE_AVERAGE_FINANCIAL_QUALITY,MEDIUM,92.06953125,4.0,1.0,0.96,0.23437499999999997,True,SCORE_ACCEPTED,80.52310071159067,65.97930674288683,35.999368520405575,99.34529511980307,2026-07-17,1253.0,1566352246053.0,1566352246053.0,18.936713335035908,5.782158481794181,9.098954580049739,0.04902576585446517,,,5.0,5.0,0.02723998908680849,0.022365706304868317,COMPLETE,VALID,,,,,,,,,,,,,,,58.0,True,贵州茅台,True,GENERAL_NON_FINANCIAL,98.96832579185521,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,GROWTH_BELOW_QUALITY_GROWTH_GATE,,69.64596547304845,0.97,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.035442936951317,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,19.60788607183475,0.04734762689947268,0.026307571489175383,1621868369953.4,4622242878.0,True,True,True,True,1.5,71.14596547304845,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
6,601899,紫金矿业,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,31.51,401039285.0,12602496385.0,83787341.773922,SH_MAIN,,ACTIVE,VALID,A,9354540982.35,-0.030427350427350452,-0.17341882832993305,-0.24754576810825146,0.4648760330578512,-0.3375379584209297,0.5107867140273548,-0.4136883905629526,GENERAL_NON_FINANCIAL,74.75463022063173,ABOVE_AVERAGE_FINANCIAL_QUALITY,MEDIUM,73.125,3.0,0.75,0.75,0.09999999999999999,True,SCORE_ACCEPTED,51.804964775417815,74.16728630034297,,90.54386045101495,2026-07-17,28.36,754112666679.92,584266853450.4,12.224240124455697,3.762713895999947,2.045615031991992,0.07826219614217163,2.1962801519723496,8.205427979105373,7.0,7.0,0.021161157798471344,0.02115655853314528,COMPLETE,VALID,,,,,,,,,,,,,,,9.0,True,紫金矿业,True,GENERAL_NON_FINANCIAL,99.8552036199095,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,GROWTH_MISSING,DEEP_120D_DRAWDOWN,68.02787099977975,0.79,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.1110719322990128,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,13.582010095966115,0.07043846025363336,0.019045713588214767,837873417739.22,12602496385.0,True,True,True,True,7.5,75.52787099977975,RESOURCE_CYCLE,True,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
8,600660,福耀玻璃,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,55.67,7724914.0,431949766.0,14528442.242644,SH_MAIN,,ACTIVE,VALID,A,826107256.55,0.07867867867867862,-0.08600508905852422,-0.10334498252621072,-0.0417926373821802,-0.24926849658631733,0.28233183447455135,-0.21795080632024766,GENERAL_NON_FINANCIAL,68.96127618369206,ABOVE_AVERAGE_FINANCIAL_QUALITY,LOW,78.5,4.0,1.0,1.0,0.8599999999999999,False,SCORE_ACCEPTED_WITH_LIMITED_CONFIDENCE,54.88058972091859,60.976108714683306,60.697055157264316,91.88955757173814,2026-07-17,53.88,140612981504.16,107920903568.16,15.6339076942779,3.592422759496328,3.037624036007294,0.03082358845987327,,,5.0,5.0,0.03897550111358575,0.03897550111358575,COMPLETE,VALID,,,,,,,,,,,,,,,,False,福耀玻璃,True,GENERAL_NON_FINANCIAL,83.31221719457014,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,CONFIDENCE_NOT_ALLOWED,,67.89587818752476,0.97,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.033221974758723,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,16.153296981077407,0.02983249409408967,0.03772229207831867,145284422426.44,431949766.0,True,True,True,True,1.5,69.39587818752476,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
11,300760,迈瑞医疗,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,146.38,8963720.0,1326910843.0,17747717.125372,CHINEXT,C 制造业,ACTIVE,VALID,A,1686931137.3,0.06728090850653534,-0.045175718849840174,-0.2602841443492896,-0.2939425439425438,-0.3879331531088719,0.3008610055843922,-0.3272407732864676,GENERAL_NON_FINANCIAL,67.8970371704649,ABOVE_AVERAGE_FINANCIAL_QUALITY,HIGH,99.0,4.0,1.0,1.0,0.04,True,SCORE_ACCEPTED,74.1013557819468,72.52158697932867,25.44387433783193,95.28466894928464,2026-07-17,149.43,181175117505.42,181019394858.69,23.118351297245315,4.516945959579627,5.424892580706313,0.04355126498959744,,,5.0,5.0,0.0020745499565013718,0.0020745499565013718,COMPLETE,VALID,,,,,,,,,,,,,,,,False,迈瑞医疗,True,C 制造业,94.84162895927601,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,GROWTH_BELOW_QUALITY_GROWTH_GATE,,66.22973842681134,0.97,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,0.97958910526668,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,22.646485062509328,0.04445870697769877,0.0021177756524115316,177477171253.72,1326910843.0,True,True,True,True,1.5,67.72973842681134,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
13,000333,美的集团,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,84.5,23791082.0,2014365070.0,64433580.6959,SZ_MAIN,C 制造业,ACTIVE,VALID,A,3415519476.2,0.11318977119784646,0.09101701622477232,0.12438825448613366,0.20428072218986593,0.0,0.21820942252246636,-0.10386221294363251,GENERAL_NON_FINANCIAL,59.74098559488918,NEUTRAL_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,46.78917599532832,54.116004148873984,52.26035346735317,79.29686997255577,2026-07-17,82.71,630392941414.26,568497788647.74,14.26301496394046,2.7136118395239976,1.3712785915913657,0.06683570394280897,1.2843241616164844,11.158704134559443,7.0,7.0,0.051988876798452426,0.051988876798452426,COMPLETE,VALID,9.0,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY|LIQUID_BREAKOUT,0.94922859,VALID,A,92.0,INVESTMENT_CASE_READY,GRADUATED,"[""QUALITY_COMPOUNDER"", ""VALUATION_SUPPORT"", ""CORE_EARNINGS_MONITOR""]",True,SOURCE_BACKED_BASELINE_COMPLETE,initiating-coverage,,False,美的集团,True,C 制造业,96.7420814479638,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,FINANCIAL_SCORE_BELOW_QUALITY_GROWTH_GATE,,62.183650030147,1.0,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.021641881271914,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,14.571693440369591,0.06541989435632817,0.05088757396449704,644335806959.0,2014365070.0,True,True,True,True,0.0,62.183650030147,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
15,600309,万华化学,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,73.75,34032803.0,2534882955.0,23087228.24175,SH_MAIN,,ACTIVE,VALID,A,3243618858.15,0.014337436640115886,-0.1868106350864971,-0.1041187004348938,0.3108740408010482,-0.2452586206896551,0.3722782439755389,-0.27855603448275856,GENERAL_NON_FINANCIAL,58.79414264643602,NEUTRAL_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,33.36207674336034,73.56941390946146,58.02100499870455,64.08040856907486,2026-07-17,70.04,219258232685.04,219258232685.04,16.65736168713506,1.9682242662622713,1.0235242760760546,0.05805076537127647,1.3583874692842137,16.20674720744338,7.0,7.0,0.01784694460308395,0.01784694460308395,COMPLETE,VALID,,,,,,,,,,,,,,,,False,万华化学,True,GENERAL_NON_FINANCIAL,97.70135746606334,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,FINANCIAL_SCORE_BELOW_QUALITY_GROWTH_GATE|BALANCE_SHEET_BELOW_QUALITY_GROWTH_GATE,,59.33028112150103,0.97,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.052969731581953,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,17.539697664566116,0.055130516699718024,0.01694915254237288,230872282417.49997,2534882955.0,True,True,True,True,1.5,60.83028112150103,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
16,002371,北方华创,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,757.0,15862082.0,12020960458.0,54934672.44,SZ_MAIN,C 制造业,ACTIVE,VALID,A,11327327574.2,-0.0602312636210941,0.43797790994052677,0.3372311217334625,1.036825320416391,-0.2755561738237151,0.6450005863766656,-0.2755561738237151,GENERAL_NON_FINANCIAL,59.2759074309685,NEUTRAL_FINANCIAL_QUALITY,HIGH,97.93750000000001,4.0,1.0,0.9624999999999999,0.0,True,SCORE_ACCEPTED,59.36146355315154,42.8726337109037,44.739470400275614,85.0019623084779,2026-07-17,677.0,491291588400.0,490899367096.0,88.10785620850575,12.502848715068938,11.846930669602571,0.004216577091980187,15.009880454679934,69.66080630242699,7.0,7.0,0.0011255539143279173,0.0011255539143279173,COMPLETE,VALID,27.0,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE,0.85921838,VALID,A,74.0,SCREENED,DEFERRED,"[""NOT_IN_CURRENT_ACTIVE_RESEARCH_COHORT""]",False,DEFERRED_BEFORE_FORMAL_RESEARCH,idea-generation,10.0,True,北方华创,True,C 制造业,99.83710407239819,VALUATION_NEUTRAL_OR_MIXED,56.666666666666664,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT|HIGH_EXPECTATION_PE,False,FINANCIAL_SCORE_BELOW_QUALITY_GROWTH_GATE|GROWTH_BELOW_QUALITY_GROWTH_GATE|CASH_QUALITY_BELOW_QUALITY_GROWTH_GATE,,57.77217384691199,1.0,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.118168389955687,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,98.51941971911205,0.0037709678880721094,0.0010066050198150594,549346724400.0,12020960458.0,True,True,True,True,2.0,59.77217384691199,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
17,601138,工业富联,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,60.25,111063990.0,6745295976.0,119560656.0111,SH_MAIN,,ACTIVE,VALID,A,12011167905.8,-0.2624231557377048,-0.06372947488213287,-0.047469401257029364,1.4621633176571187,-0.2894509561998766,0.68147302856526,-0.2894509561998766,GENERAL_NON_FINANCIAL,56.106967537036056,NEUTRAL_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,51.29386738180428,29.813921171459036,75.6151198129542,64.96977938190629,2026-07-17,57.59,1142821274635.56,1142821274635.56,28.11393139751707,6.485265683901778,1.150240075823002,0.009871896201440347,,,5.0,5.0,0.01761814241448203,0.016843201944782078,COMPLETE,VALID,,,,,,,,,,,,,,,27.0,True,工业富联,True,GENERAL_NON_FINANCIAL,99.52941176470588,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,FINANCIAL_SCORE_BELOW_QUALITY_GROWTH_GATE|CASH_QUALITY_BELOW_QUALITY_GROWTH_GATE,,57.106292214313406,0.97,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.0461885744052786,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,29.412473809696184,0.009436058128480493,0.016840312392531455,1195606560111.0,6745295976.0,True,True,True,True,1.5,58.606292214313406,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
18,600690,海尔智家,SSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,21.76,42908337.0,932415747.0,20405722.1184,SH_MAIN,,ACTIVE,VALID,A,942855005.75,0.07712082262210807,0.008666345690900412,-0.1886134779240899,-0.14384961176951372,-0.24991049051199432,0.25409669167892196,-0.26686884003032596,GENERAL_NON_FINANCIAL,55.616303547386224,NEUTRAL_FINANCIAL_QUALITY,LOW,78.5,4.0,1.0,1.0,0.8599999999999999,False,SCORE_ACCEPTED_WITH_LIMITED_CONFIDENCE,50.989168023708345,50.312393609646456,43.7523275621303,73.0076321656679,2026-07-17,20.95,196461341167.5,131000945210.45,10.495965490832113,1.5693338756966737,0.6616746290583962,0.08242146473903181,0.6179324131814776,8.142814876141923,7.0,7.0,0.0594768231169257,0.058913603818615747,COMPLETE,VALID,,,,,,,,,,,,,,,,False,海尔智家,True,GENERAL_NON_FINANCIAL,92.48868778280543,VALUATION_SUPPORTIVE_FOR_RESEARCH,76.66666666666667,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,False,CONFIDENCE_NOT_ALLOWED|FINANCIAL_SCORE_BELOW_QUALITY_GROWTH_GATE|GROWTH_BELOW_QUALITY_GROWTH_GATE,,55.75703663287835,0.97,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.0386634844868736,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,10.901776089761661,0.07935338631813953,0.05726284210935631,204057221184.0,932415747.0,True,True,True,True,1.5,57.25703663287835,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
19,002475,立讯精密,SZSE,ELIGIBLE_FOR_RESEARCH_TRIAGE,PASS,60.59,75736872.0,4614732731.0,46807457.978135,SZ_MAIN,C 制造业,ACTIVE,VALID,A,13052898126.65,-0.16988416988417,-0.11684162482884541,0.015037593984962294,0.6850507982583451,-0.27573300062383044,0.6659569416170065,-0.27573300062383044,GENERAL_NON_FINANCIAL,52.774203342674625,NEUTRAL_FINANCIAL_QUALITY,HIGH,100.0,4.0,1.0,1.0,0.0,True,SCORE_ACCEPTED,43.17756794401682,34.5291442045646,63.66986032849837,65.29646206868507,2026-07-17,58.05,448452374258.25,425220613096.05,26.048825444200467,5.046295684219169,1.2652232757515771,-0.003077168462342264,1.3683356711332144,24.733976100440575,7.0,7.0,0.012328388273316653,0.0,COMPLETE,VALID,,,,,,,,,,,,,,,60.0,True,立讯精密,True,C 制造业,98.93212669683258,VALUATION_NEUTRAL_OR_MIXED,61.666666666666664,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT|NON_POSITIVE_FCF_YIELD,False,FINANCIAL_SCORE_BELOW_QUALITY_GROWTH_GATE|CASH_QUALITY_BELOW_QUALITY_GROWTH_GATE,,50.92484806920103,0.97,DEFER_BELOW_STRATEGY_SLEEVE_OR_INVESTABILITY_GATE,False,False,NONE,1.043755383290267,PRICE_LINKED_REBASE_FROM_FMDL3E_TO_20260724_CURRENT,27.188601785772722,-0.0029481701475320746,0.011811568563558866,468074579781.35,4614732731.0,True,True,True,True,3.5,54.42484806920103,QUALITY_GROWTH,False,WATCHLIST_RESEARCH_GAP,FINANCIAL_EVIDENCE_NOT_YET_AT_STABLE_GROWTH_GATE,False,False,0
