security_id,issuer_id,stock_code_5d,ticker_hk,name_zh,name_en,display_name,display_name_source,market,country_of_listing,trading_currency,security_type,identity_status,semantic_enrichment_status,shanghai_connect,shenzhen_connect,eligibility_status,source_release_id
HKEX:00325,HKISSUER-PROVISIONAL:00325,00325,00325.HK,布鲁可,BLOKS,布鲁可,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00336,HKISSUER-PROVISIONAL:00336,00336,00336.HK,华宝国际,HUABAO INTL,华宝国际,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00338,HKISSUER-PROVISIONAL:00338,00338,00338.HK,上海石油化工股份,SHANGHAI PECHEM,上海石油化工股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00345,HKISSUER-PROVISIONAL:00345,00345,00345.HK,,VITASOY INT'L,VITASOY INT'L,FALLBACK_FROM_OFFICIAL_ENGLISH_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00347,HKISSUER-PROVISIONAL:00347,00347,00347.HK,鞍钢股份,ANGANG STEEL,鞍钢股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00354,HKISSUER-PROVISIONAL:00354,00354,00354.HK,中国软件国际,CHINASOFT INT'L,中国软件国际,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00358,HKISSUER-PROVISIONAL:00358,00358,00358.HK,江西铜业股份,JIANGXI COPPER,江西铜业股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00363,HKISSUER-PROVISIONAL:00363,00363,00363.HK,上海实业控股,SHANGHAI IND H,上海实业控股,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00371,HKISSUER-PROVISIONAL:00371,00371,00371.HK,北控水务集团,BJ ENT WATER,北控水务集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00384,HKISSUER-PROVISIONAL:00384,00384,00384.HK,中国燃气,CHINA GAS HOLD,中国燃气,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00386,HKISSUER-PROVISIONAL:00386,00386,00386.HK,中国石油化工股份,SINOPEC CORP,中国石油化工股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00388,HKISSUER-PROVISIONAL:00388,00388,00388.HK,香港交易所,HKEX,香港交易所,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00390,HKISSUER-PROVISIONAL:00390,00390,00390.HK,中国中铁,CHINA RAILWAY,中国中铁,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00392,HKISSUER-PROVISIONAL:00392,00392,00392.HK,北京控股,BEIJING ENT,北京控股,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00425,HKISSUER-PROVISIONAL:00425,00425,00425.HK,敏实集团,MINTH GROUP,敏实集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00440,HKISSUER-PROVISIONAL:00440,00440,00440.HK,大新金融,DAH SING,大新金融,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00460,HKISSUER-PROVISIONAL:00460,00460,00460.HK,四环医药,SIHUAN PHARM,四环医药,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00467,HKISSUER-PROVISIONAL:00467,00467,00467.HK,联合能源集团,UNITEDENERGY GP,联合能源集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00470,HKISSUER-PROVISIONAL:00470,00470,00470.HK,先导智能,WUXI LEAD,先导智能,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00501,HKISSUER-PROVISIONAL:00501,00501,00501.HK,豪威集团,OMNIVISION,豪威集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00506,HKISSUER-PROVISIONAL:00506,00506,00506.HK,中国食品,CHINA FOODS,中国食品,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00512,HKISSUER-PROVISIONAL:00512,00512,00512.HK,远大医药,GRAND PHARMA,远大医药,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00522,HKISSUER-PROVISIONAL:00522,00522,00522.HK,,ASMPT,ASMPT,FALLBACK_FROM_OFFICIAL_ENGLISH_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00525,HKISSUER-PROVISIONAL:00525,00525,00525.HK,广深铁路股份,GUANGSHEN RAIL,广深铁路股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00537,HKISSUER-PROVISIONAL:00537,00537,00537.HK,普源精电,RIGOL,普源精电,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00546,HKISSUER-PROVISIONAL:00546,00546,00546.HK,阜丰集团,FUFENG GROUP,阜丰集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00548,HKISSUER-PROVISIONAL:00548,00548,00548.HK,深圳高速公路股份,SHENZHENEXPRESS,深圳高速公路股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00551,HKISSUER-PROVISIONAL:00551,00551,00551.HK,裕元集团,YUE YUEN IND,裕元集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00552,HKISSUER-PROVISIONAL:00552,00552,00552.HK,中国通信服务,CHINACOMSERVICE,中国通信服务,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00553,HKISSUER-PROVISIONAL:00553,00553,00553.HK,南京熊猫电子股份,NANJING PANDA,南京熊猫电子股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00564,HKISSUER-PROVISIONAL:00564,00564,00564.HK,中创智领,ZCZL,中创智领,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00568,HKISSUER-PROVISIONAL:00568,00568,00568.HK,山东墨龙,SHANDONG MOLONG,山东墨龙,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00570,HKISSUER-PROVISIONAL:00570,00570,00570.HK,中国中药,TRAD CHI MED,中国中药,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00576,HKISSUER-PROVISIONAL:00576,00576,00576.HK,浙江沪杭甬,ZHEJIANGEXPRESS,浙江沪杭甬,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00586,HKISSUER-PROVISIONAL:00586,00586,00586.HK,海螺创业,CONCH VENTURE,海螺创业,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00588,HKISSUER-PROVISIONAL:00588,00588,00588.HK,北京北辰实业股份,BEIJING N STAR,北京北辰实业股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00590,HKISSUER-PROVISIONAL:00590,00590,00590.HK,六福集团,LUK FOOK HOLD,六福集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00598,HKISSUER-PROVISIONAL:00598,00598,00598.HK,中国外运,SINOTRANS,中国外运,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00604,HKISSUER-PROVISIONAL:00604,00604,00604.HK,深圳控股,SHENZHEN INVEST,深圳控股,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00631,HKISSUER-PROVISIONAL:00631,00631,00631.HK,三一国际,SANY INT'L,三一国际,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00636,HKISSUER-PROVISIONAL:00636,00636,00636.HK,,KLN,KLN,FALLBACK_FROM_OFFICIAL_ENGLISH_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00638,HKISSUER-PROVISIONAL:00638,00638,00638.HK,广和通,FIBOCOM,广和通,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00639,HKISSUER-PROVISIONAL:00639,00639,00639.HK,首钢资源,SHOUGANG RES,首钢资源,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00656,HKISSUER-PROVISIONAL:00656,00656,00656.HK,复星国际,FOSUN INTL,复星国际,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00659,HKISSUER-PROVISIONAL:00659,00659,00659.HK,周大福创建,CTF SERVICES,周大福创建,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00666,HKISSUER-PROVISIONAL:00666,00666,00666.HK,瑞浦兰钧,REPT BATTERO,瑞浦兰钧,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00667,HKISSUER-PROVISIONAL:00667,00667,00667.HK,中国东方教育,CHINA EAST EDU,中国东方教育,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00669,HKISSUER-PROVISIONAL:00669,00669,00669.HK,创科实业,TECHTRONIC IND,创科实业,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00670,HKISSUER-PROVISIONAL:00670,00670,00670.HK,中国东方航空股份,CHINA EAST AIR,中国东方航空股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00683,HKISSUER-PROVISIONAL:00683,00683,00683.HK,嘉里建设,KERRY PPT,嘉里建设,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00688,HKISSUER-PROVISIONAL:00688,00688,00688.HK,中国海外发展,CHINA OVERSEAS,中国海外发展,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00696,HKISSUER-PROVISIONAL:00696,00696,00696.HK,中国民航信息网络,TRAVELSKY TECH,中国民航信息网络,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00697,HKISSUER-PROVISIONAL:00697,00697,00697.HK,首程控股,SHOUCHENG,首程控股,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00699,HKISSUER-PROVISIONAL:00699,00699,00699.HK,均胜电子,JOYSON ELEC,均胜电子,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00700,HKISSUER-PROVISIONAL:00700,00700,00700.HK,腾讯控股,TENCENT,腾讯控股,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00719,HKISSUER-PROVISIONAL:00719,00719,00719.HK,山东新华制药股份,SHANDONG XINHUA,山东新华制药股份,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00728,HKISSUER-PROVISIONAL:00728,00728,00728.HK,中国电信,CHINA TELECOM,中国电信,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00751,HKISSUER-PROVISIONAL:00751,00751,00751.HK,创维集团,SKYWORTH GROUP,创维集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00753,HKISSUER-PROVISIONAL:00753,00753,00753.HK,中国国航,AIR CHINA,中国国航,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00762,HKISSUER-PROVISIONAL:00762,00762,00762.HK,中国联通,CHINA UNICOM,中国联通,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00763,HKISSUER-PROVISIONAL:00763,00763,00763.HK,中兴通讯,ZTE,中兴通讯,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00772,HKISSUER-PROVISIONAL:00772,00772,00772.HK,阅文集团,CHINA LIT,阅文集团,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00780,HKISSUER-PROVISIONAL:00780,00780,00780.HK,同程旅行,TONGCHENGTRAVEL,同程旅行,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00788,HKISSUER-PROVISIONAL:00788,00788,00788.HK,中国铁塔,CHINA TOWER,中国铁塔,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00800,HKISSUER-PROVISIONAL:00800,00800,00800.HK,文远知行－Ｗ,WERIDE-W,文远知行－Ｗ,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00811,HKISSUER-PROVISIONAL:00811,00811,00811.HK,新华文轩,XINHUA WINSHARE,新华文轩,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00817,HKISSUER-PROVISIONAL:00817,00817,00817.HK,中国金茂,CHINA JINMAO,中国金茂,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00819,HKISSUER-PROVISIONAL:00819,00819,00819.HK,天能动力,TIANNENG POWER,天能动力,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00826,HKISSUER-PROVISIONAL:00826,00826,00826.HK,天工国际,TIANGONG INT'L,天工国际,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00836,HKISSUER-PROVISIONAL:00836,00836,00836.HK,华润电力,CHINA RES POWER,华润电力,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00839,HKISSUER-PROVISIONAL:00839,00839,00839.HK,中教控股,CHINA EDU GROUP,中教控股,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
HKEX:00853,HKISSUER-PROVISIONAL:00853,00853,00853.HK,微创医疗,MICROPORT,微创医疗,OFFICIAL_CHINESE_NAME,HKEX,HK,HKD,UNKNOWN,PROVISIONAL_SECURITY_LEVEL_IDENTITY,PENDING_SEMANTIC_ENRICHMENT,True,True,BUY_AND_SELL_ELIGIBLE,FMDL5A_20260720_031b3430a7d0
